Unique Id; Longitude; Latitude
1042;35.385712;164.99999
1043;39.999981;170.0
1044;35.104061;174.694794
1045;29.316799;-174.280716
1046;29.39952;-169.125005
1047;25.989571;-164.245176
1048;21.825981;-158.557563
1049;21.234803;-157.761693
1050;30.0;-30.0
1051;25.864704;-24.37737
1052;30.0;-20.0
1053;28.583449;135.371198
1054;27.95129;133.395351
1055;26.282766;128.781888
1056;30.42839;136.6436
1057;30.99999;130.899994
1058;31.630587;137.503153
1059;33.199982;135.100006
1060;34.161788;139.417352
1061;35.0;139.300003
1062;25.587983;135.329715
1063;23.137249;132.959729
1064;24.079734;139.998855
1065;22.745848;139.999229
1066;26.453505;143.754326
1067;26.002063;144.232223
1068;21.62859;138.638167
1069;20.144841;136.862053
1070;20.045017;136.746627
1071;16.93381;133.21213
1072;15.2141;131.329199
1073;13.964037;129.999356
1074;10.49998;126.399979
1075;22.607631;137.819489
1076;21.079854;135.643901
1077;20.058299;134.213872
1078;18.26882;131.828036
1079;16.85345;129.999485
1080;13.39999;125.699997
1081;20.024721;-48.21315
1082;20.0;-40.0
1083;25.196709;-54.91524
1084;25.276632;-54.999847
1085;27.210248;-57.046775
1086;27.99628;-57.878869
1087;29.99999;-60.0
1088;21.489837;-50.00042
1089;27.282619;-50.000767
1090;30.0;-50.0
1091;20.840219;-49.207324
1092;25.276639;-44.999861
1093;30.0;-40.0
1094;16.376886;-43.776444
1095;15.170352;-44.999796
1096;11.736385;-48.346219
1097;13.266606;-40.000528
1098;10.0;-40.0
1099;15.170353;-34.999786
1100;28.078997;-47.966431
1101;25.276634;-34.999855
1102;20.654148;-23.232785
