Starting Coordinate; End Coordinate; True Distance(km) 
[11.99997, 45.0];[12.69999, 43.299999];200.3912277500809
[18.49999, -67.949989];[17.499981, -69.75];220.4508256814288
[18.49999, -67.949989];[17.499981, -69.75];220.4508256814288
[18.49999, -67.949989];[18.512993, -67.823226];13.44448811456667
[18.49999, -67.949989];[18.460721, -67.905812];6.385320618064546
[-1.292569, 47.029392];[-1.280037, 47.058193];3.49182760056761
[-1.292569, 47.029392];[0.750333, 47.799015];242.744033369729
[-1.280037, 47.058193];[-1e-05, 50.0];356.71370331905814
[-1.280037, 47.058193];[-8.106058, 44.496597];792.3612709823152
[-1e-05, 50.0];[-10.00001, 49.999989];1112.0353120048785
[-1e-05, 50.0];[-3.972252, 54.576718];779.8131659944565
[-1e-05, 50.0];[-2e-05, 57.543966];1111.9483560457486
[0.750333, 47.799015];[0.745725, 47.812531];1.587734859787602
[0.750333, 47.799015];[4.99999, 49.39999];504.86822035045947
[0.745725, 47.812531];[-1e-05, 50.0];256.97544139855444
[0.745725, 47.812531];[-1.280037, 47.058193];240.36317658646144
[11.6, 52.299992];[13.00001, 51.0];210.19157912936186
[11.6, 52.299992];[12.521263, 53.015171];128.61496405411916
[11.6, 52.299992];[7.18444, 57.133363];766.3748463634681
[1.19998, -80.300003];[3.89997, -78.0];394.20975940749133
[1.19998, -80.300003];[3.89997, -78.0];394.20975940749133
[-7.3, -80.199997];[-5.25001, -81.900002];295.4031158213444
[-7.3, -80.199997];[-5.25001, -81.900002];295.4031158213444
[-5.25001, -81.900002];[-0.9, -81.800003];520.7353130162388
[51.25, -5.89999];[51.199989, -3.09999];195.052322066939
[51.25, -5.89999];[51.599991, -8.0];150.70818184632543
[51.25, -5.89999];[51.599991, -8.0];150.70818184632543
[51.25, -5.89999];[53.39999, -5.7];461.4910764964511
[53.39999, -5.7];[53.499981, -4.7];67.14571374625217
[53.39999, -5.7];[51.25, -5.89999];239.45407173853462
[51.599991, -8.0];[51.333271, -9.6];114.73076609564927
[59.5, 22.6];[59.799999, 24.699989];122.60639978828361
[59.5, 22.6];[59.799999, 24.699989];122.60639978828361
[58.199989, 20.60001];[56.39999, 17.0];294.59485373621334
[58.199989, 20.60001];[59.5, 22.6];184.72550498348934
[58.199989, 20.60001];[57.5, 23.6];193.80548833027964
[58.199989, 20.60001];[57.5, 23.6];193.80548833027964
[58.199989, 20.60001];[54.999989, 19.0];472.48729235351595
[13.09998, -89.5];[13.49998, -91.0];168.30202156633308
[13.09998, -89.5];[13.49998, -91.0];168.30202156633308
[13.09998, -89.5];[12.69999, -88.099998];35.407251419408844
[12.69999, -88.099998];[13.09998, -89.5];158.1277148849718
[-50.000011, -60.0];[-50.860833, -62.869371];224.63689368821952
[-50.000011, -60.0];[-51.500031, -57.599998];237.31636188586552
[-50.000011, -60.0];[-51.500031, -57.599998];237.31636188586552
[-50.000011, -60.0];[-48.383513, -60.205307];180.36453783882047
[-50.000038, -50.0];[-51.500031, -57.599998];559.7940215856961
[-50.000038, -50.0];[-45.637472, -55.149009];618.6546628844629
[-50.000038, -50.0];[-50.000011, -40.0];714.2149239531939
[-50.000038, -50.0];[-60.000019, -60.0];1955.1277932786388
[-50.000038, -50.0];[-60.000019, -50.0];1112.4048518158359
[-50.000038, -50.0];[-55.430255, -44.750181];1280.0586303965795
[-60.000019, -60.0];[-60.000019, -50.0];555.4455809517234
[-60.000019, -60.0];[-50.000038, -50.0];1278.2833724236134
[6.466488, 90.000039];[6.466547, 90.000016];0.0070354861397952115
[6.466488, 90.000039];[6.69999, 94.000031];0.025517474160790164
[21.674068, 90.000042];[21.673981, 90.0];0.010602897289795462
[21.674068, 90.000042];[21.674122, 90.00002];0.006420474949582098
[21.673981, 90.0];[21.733724, 90.183205];20.059267753394327
[21.673981, 90.0];[21.99999, 91.0];109.39673904114142
[10.939783, 90.000037];[6.69999, 94.000031];0.024289134652510612
[10.939783, 90.000037];[12.99999, 88.0];0.027813059900907388
[13.543367, 90.000013];[13.543306, 90.000036];0.007224248867369816
[13.543367, 90.000013];[12.99999, 88.0];224.72543093941704
[13.543306, 90.000036];[14.4, 93.299988];0.015641357721492093
[13.543306, 90.000036];[13.543367, 90.000013];0.01732178754303806
[-42.238874, 89.999994];[-42.543883, 87.728625];0.0231309207200991
[-42.238874, 89.999994];[-42.23885, 90.001362];0.00928884313558492
[-16.0982, 90.000061];[-16.098117, 90.000035];0.009638134569330546
[-16.098117, 90.000035];[-16.098047, 90.000013];0.008130776619525824
[-16.098117, 90.000035];[-16.097883, 90.000618];0.030293110635427428
[-16.098047, 90.000013];[-17.548133, 87.410969];0.015561104897356862
[-16.098047, 90.000013];[-16.098117, 90.000035];0.011773782582627354
[-1.54896, 90.000034];[-1.54888, 90.000061];0.009388228583355316
[-1.54896, 90.000034];[-1.549056, 90.000077];0.020895762554864864
[29.306801, -94.625076];[29.147881, -94.377937];29.789372787884695
[29.306801, -94.625076];[29.129259, -94.426727];7.508865979466122
[25.99999, -91.0];[26.184179, -91.916748];93.81193249243702
[25.99999, -91.0];[25.999993, -91.672114];67.17199611030193
[25.99999, -91.0];[26.184363, -91.691401];72.02461524641603
[25.99999, -91.0];[26.184747, -91.2194];30.035000435442388
[25.99999, -91.0];[26.185033, -90.867827];24.44552365783943
[25.99999, -91.0];[25.916068, -90.558305];45.1345979079901
[25.99999, -91.0];[25.626811, -91.17646];45.09868187044592
[25.99999, -91.0];[23.959898, -88.449885];342.8024414609202
[26.184179, -91.916748];[26.184363, -91.691401];22.48607432141966
[26.184179, -91.916748];[25.999993, -91.672114];31.879026288919686
[29.532579, -93.726501];[29.62561, -93.320763];40.577053455394875
[29.532579, -93.726501];[29.453137, -93.668081];17.269015436655646
[-50.000011, 89.999992];[-50.000011, 90.0];0.0005717984273629908
[-50.000011, 89.999992];[-50.000038, 80.000008];714.2137829163887
[-50.000011, 89.999992];[-45.403936, 85.110657];628.2332818577629
[-50.000011, 89.999992];[-42.238899, 90.001362];1111.4596372770627
[-50.000011, 90.0];[-49.999969, 100.0];714.2154370210676
[-50.000011, 90.0];[-45.402652, 95.112083];638.1711059884522
[-40.0, 89.999992];[-40.000031, 90.0];0.0035137587727242926
[-30.00001, 89.999992];[-30.000019, 90.0];0.0012629332695874834
[-30.00001, 89.999992];[-32.844131, 87.383951];402.00094762994735
[-30.00001, 89.999992];[-32.086024, 90.000877];231.95450941845039
[-30.000019, 90.0];[-30.08329, 95.547006];962.5831348032331
[-20.00001, 89.999992];[-20.000031, 90.0];0.002480207217737622
[-20.00001, 89.999992];[-19.535501, 89.509501];72.81617133580274
[-20.00001, 89.999992];[-19.876679, 90.000012];13.713800599632924
[-20.00001, 89.999992];[-25.27666, 84.999849];1499.5546728459935
[-20.00001, 89.999992];[-30.00001, 89.999992];1112.3244568422992
[-20.000031, 90.0];[-19.927815, 90.076247];11.312996018702272
[-20.000031, 90.0];[-25.276656, 94.999843];1499.0963398688896
[-10.00001, 89.999992];[-10.00002, 90.0];0.0014155887428107504
[-10.00002, 90.0];[-5.403983, 95.347687];1453.182030928017
[-10.00002, 90.0];[-10.00002, 100.0];1094.9637814417115
[-1e-05, 89.999992];[-3e-05, 90.0];0.0023952153309305954
[-1e-05, 89.999992];[-1.112078, 88.903729];173.6330628006
[-1e-05, 89.999992];[-1.549056, 90.000077];172.24629451468593
[-1e-05, 89.999992];[5.89997, 81.899986];1112.839707475457
[-3e-05, 90.0];[6.69999, 94.000031];867.1877220634268
[-3e-05, 90.0];[-1.40001, 99.899986];1111.6696143768622
[-3e-05, 90.0];[-2.54316, 92.507065];784.2589964340035
[-32.086208, 90.000036];[-32.086104, 90.000013];0.02666146004137018
[-32.086208, 90.000036];[-32.086024, 90.000877];0.025130722436952763
[-19.876423, 89.999993];[-19.876437, 90.000012];0.0025240797986189295
[-19.876423, 89.999993];[-19.535456, 89.509454];0.002898626945003577
[6.466547, 90.000016];[6.19835, 85.947929];0.014980736653631891
[6.466547, 90.000016];[6.466488, 90.000039];0.009966243208267982
[21.674122, 90.00002];[20.999981, 88.0];0.016399762957281187
[21.674122, 90.00002];[21.674068, 90.000042];0.012320578368473192
[-32.086104, 90.000013];[-32.086208, 90.000036];0.01176553966470648
[-32.086104, 90.000013];[-32.844219, 87.38387];259.5030314026283
[58.700001, -5.20002];[58.543029, -8.637036];199.73836884261692
[58.700001, -5.20002];[56.89999, -7.10002];150.64100012972898
[58.543029, -8.637036];[56.89999, -7.10002];204.21487138232547
[58.543029, -8.637036];[58.474561, -10.136193];87.40844731696848
[56.89999, -7.10002];[55.5, -6.1];167.5073842371185
[56.89999, -7.10002];[54.400002, -10.5];350.3127692989117
[58.474561, -10.136193];[54.400002, -10.5];453.62075076631186
[58.474561, -10.136193];[58.396658, -11.84192];99.6576355680366
[54.400002, -10.5];[55.416988, -7.49999];222.6040147429697
[64.000008, -15.0];[66.499977, -13.0];293.43322208517145
[58.396658, -11.84192];[55.462503, -15.212697];384.9621772294412
[58.396658, -11.84192];[57.823851, -17.704327];69.33807290549822
[55.462503, -15.212697];[51.299999, -10.8];547.3766858789176
[55.462503, -15.212697];[50.906107, -19.223267];95.53323685372567
[50.548386, -19.529907];[49.999981, -20.0];69.53118168572257
[50.548386, -19.529907];[50.539751, -20.000464];33.264658404237125
[49.999981, -20.0];[49.72662, -19.742411];35.56452383016222
[49.999981, -20.0];[49.737329, -19.579387];41.97255735502236
[49.999981, -20.0];[50.463013, -16.723203];238.67616096015487
[49.999981, -20.0];[49.686826, -20.348216];42.84853371128396
[49.999981, -20.0];[49.709688, -20.000175];32.27915586427507
[49.999981, -20.0];[50.006344, -11.9795];960.6335756638152
[59.999989, -20.0];[57.823851, -17.704327];275.50828848138144
[59.999989, -20.0];[63.0, -20.0];333.5864638464809
[59.999989, -20.0];[56.983387, -23.465508];391.1258009637817
[59.999989, -20.0];[57.552727, -20.002105];272.1235214553034
[67.999992, 11.99998];[69.999977, 17.0];298.4075611138705
[66.499977, -13.0];[65.599983, -24.900009];678.9977849262108
[30.098101, -88.048051];[30.108601, -88.053195];1.2680831124923417
[30.098101, -88.048051];[29.340189, -87.405834];15.989195849814493
[30.108601, -88.053195];[30.132771, -88.065033];2.9188160712207223
[30.108601, -88.053195];[30.231831, -87.288887];74.74122515645514
[30.132771, -88.065033];[30.101509, -88.097183];4.652550475047706
[26.00001, -97.0];[26.05126, -96.98053];6.021664794673568
[26.00001, -97.0];[24.233418, -91.835334];555.7894695604532
[26.05126, -96.98053];[26.552191, -96.967148];55.71703355517839
[26.05126, -96.98053];[26.163309, -94.56778];132.25718958793453
[28.799999, -89.0];[28.935749, -89.008881];15.119485203558881
[28.799999, -89.0];[28.285723, -88.765855];61.58906644237519
[28.935749, -89.008881];[29.06102, -88.784637];25.877717018632215
[28.935749, -89.008881];[28.698213, -88.855447];30.34945787559845
[26.706962, -82.387994];[26.6665, -82.322594];7.9031646483622815
[26.706962, -82.387994];[26.694491, -82.699997];31.024712036126605
[26.6665, -82.322594];[26.51898, -82.277153];17.014394407763668
[26.6665, -82.322594];[26.450741, -82.66256];41.4600489019292
[24.599979, -80.900002];[24.62705, -81.112213];21.662917370987092
[24.599979, -80.900002];[24.513347, -80.797125];14.179352808844964
[24.62705, -81.112213];[24.54097, -81.820389];158.8060527334743
[24.62705, -81.112213];[25.04036, -81.520683];41.58209553737434
[24.29999, -82.699997];[24.218651, -81.824966];89.1668979870504
[24.29999, -82.699997];[23.834352, -82.478263];56.45904415901171
[24.29999, -82.699997];[24.391835, -82.14891];56.75526163825468
[24.29999, -82.699997];[24.686452, -82.699997];42.97267309721159
[24.29999, -82.699997];[25.095514, -83.465154];117.47261015100226
[24.29999, -82.699997];[25.454244, -84.292768];205.6397441943373
[24.29999, -82.699997];[25.160346, -84.431562];199.33642518166744
[24.29999, -82.699997];[24.077096, -82.065606];68.95581764050195
[24.218651, -81.824966];[23.534309, -79.634509];235.3600777599608
[24.218651, -81.824966];[24.391835, -82.14891];38.05961594380597
[24.218651, -81.824966];[24.077096, -82.065606];29.050260277336577
[10.36667, -79.899986];[10.300432, -80.060487];19.039751764412035
[10.36667, -79.899986];[9.92893, -79.900023];48.67453458990545
[10.36667, -79.899986];[10.655358, -79.494133];54.765746366907095
[17.823999, -67.297318];[17.935758, -67.315233];12.570832657475895
[41.799992, -69.25];[41.591721, -69.527451];32.66478229939804
[41.799992, -69.25];[41.302774, -69.33287];55.716583571051714
[41.591721, -69.527451];[41.48822, -69.459328];12.829616180937219
[40.299992, -69.5];[40.478204, -68.880137];56.11341108266185
[40.299992, -69.5];[40.486893, -69.772567];31.060194548000304
[40.299992, -69.5];[40.419279, -71.289389];152.1914867160114
[40.478204, -68.880137];[40.503399, -68.792503];7.9226400387837455
[40.478204, -68.880137];[40.477301, -68.880417];0.1031643059545893
[40.503399, -68.792503];[40.435944, -68.782983];7.543771601824496
[40.503399, -68.792503];[40.430121, -68.813692];8.34298602697662
[40.503399, -68.792503];[40.515787, -68.868469];6.568329377708282
[40.503399, -68.792503];[40.624437, -68.640227];18.617229229188332
[41.417049, -71.333557];[41.104671, -71.390747];35.06229478600242
[41.417049, -71.333557];[41.417011, -71.195686];11.496621096076797
[41.417049, -71.333557];[41.417011, -71.195686];11.496621096076797
[40.599979, -74.0];[40.60606, -74.045631];3.911217706354562
[40.599979, -74.0];[40.591093, -73.820729];15.168578562204742
[40.60606, -74.045631];[40.564049, -74.030983];2.928865678796645
[40.099991, -73.800003];[40.0966, -73.946274];12.447175279050315
[40.099991, -73.800003];[40.083383, -73.784669];2.2609431786010394
[40.099991, -73.800003];[39.418389, -73.804768];75.79188351179633
[40.099991, -73.800003];[40.086821, -73.784781];1.9547873013323018
[40.099991, -73.800003];[39.406771, -74.000266];78.96085328591002
[36.949989, -75.949997];[36.84679, -75.806717];17.146728892091904
[36.949989, -75.949997];[36.95087, -75.948301];0.1797507056633711
[36.84679, -75.806717];[36.631088, -75.337189];13.87454126110554
[32.75, -79.800003];[32.739182, -79.845428];4.415392715841094
[32.75, -79.800003];[32.707049, -79.778048];5.198782524206533
[32.739182, -79.845428];[32.707049, -79.778048];7.245506483094553
[32.739182, -79.845428];[32.528919, -80.139137];8.573819103365068
[35.599991, -75.099998];[35.814442, -75.07373];23.96355724076263
[35.599991, -75.099998];[35.505408, -75.091949];10.542341520056269
[35.599991, -75.099998];[35.596041, -75.086606];1.2880388473757403
[35.599991, -75.099998];[35.608319, -75.085882];1.5767768100637758
[35.599991, -75.099998];[35.612022, -75.085664];1.8625201642290035
[35.599991, -75.099998];[35.08511, -75.377114];62.52667067760697
[35.814442, -75.07373];[35.659248, -75.08288];17.27655957147368
[35.814442, -75.07373];[36.050015, -74.987415];27.323070259784817
[35.814442, -75.07373];[36.092849, -75.013199];31.433294359898838
[44.283501, -66.761841];[44.23362, -66.85321];8.153910316514175
[29.599979, -85.699997];[29.838091, -85.774384];27.434062771315308
[29.599979, -85.699997];[28.827325, -85.731642];85.97019726113949
[29.838091, -85.774384];[28.872499, -85.770828];107.36963300220927
[29.838091, -85.774384];[28.920099, -83.431847];92.32327190516142
[29.838091, -85.774384];[29.873079, -85.471573];55.1303415951118
[54.64986, -133.980499];[52.48804, -131.990444];4.0060051055190895
[57.877781, -137.512695];[57.722571, -137.210622];24.864040480268354
[60.14389, -146.769394];[59.51101, -146.030898];81.58194250716238
[60.14389, -146.769394];[59.663959, -143.110901];253.48786309775716
[59.300259, -148.942703];[60.14389, -146.769394];210.2427250317646
[57.5, -152.0];[56.963009, -151.933197];59.845949704763285
[56.963009, -151.933197];[57.082167, -151.878659];13.654762468067933
[55.09996, -165.800003];[54.491051, -165.362106];73.29558957339098
[55.09996, -165.800003];[54.74388, -165.306965];50.59990098274392
[55.09996, -165.800003];[55.57799, -167.555177];123.06169727166667
[54.491051, -165.362106];[54.33617, -166.199341];56.84666957764721
[54.491051, -165.362106];[54.140719, -164.471812];69.65636009007962
[51.599991, -176.699982];[51.85743, -176.646011];28.866276412983183
[51.85743, -176.646011];[51.869881, -176.582779];4.557331579158842
[53.799969, -164.0];[54.055759, -164.255905];33.010526006463195
[53.799969, -164.0];[53.791809, -156.381791];500.1161749687252
[54.055759, -164.255905];[54.33242, -162.094284];143.94089918466204
[59.999989, -167.999985];[59.04211, -168.574448];111.32926374121182
[59.999989, -167.999985];[59.853113, -168.734363];44.05870843038596
[59.04211, -168.574448];[57.60461, -166.588242];197.4669949953444
[64.29998, -166.499985];[64.273434, -168.039477];74.32806641621912
[64.29998, -166.499985];[64.780441, -169.118164];68.28716929849159
[64.199966, -172.300003];[63.738281, -171.645462];60.46172252984739
[64.199966, -172.300003];[64.900009, -179.199997];338.5811913044016
[64.199966, -172.300003];[62.09996, -180.0];451.308726616754
[63.738281, -171.645462];[63.93219, -167.313461];213.455971368017
[54.30003, -130.330154];[53.74368, -130.66788];65.67932700997136
[48.499981, -125.0];[48.568321, -125.501602];37.706758112189455
[48.499981, -125.0];[48.523231, -125.0775];6.266995248948098
[48.568321, -125.501602];[46.220796, -130.002269];427.55647437497174
[48.568321, -125.501602];[48.267246, -125.50233];33.47810189095469
[45.650162, -124.9954];[44.633965, -125.103724];43.427574543816164
[37.699989, -122.900002];[37.43644, -123.402801];53.12811194223179
[37.699989, -122.900002];[37.664338, -122.924401];4.508351764548909
[37.43644, -123.402801];[37.107815, -124.496325];103.43017686542032
[37.43644, -123.402801];[37.27916, -123.317001];19.062129682745493
[33.599979, -118.099998];[33.62759, -118.121498];3.6592378578730504
[33.62759, -118.121498];[33.598132, -118.111527];3.4032365035622196
[32.700001, -117.300003];[32.66523, -117.770203];44.175541444140606
[32.700001, -117.300003];[32.617074, -117.266513];9.739483652536968
[32.66523, -117.770203];[28.007187, -116.173811];540.1102171572036
[6.99999, -80.0];[7.1333, -79.833412];23.615041654477384
[6.99999, -80.0];[3.89997, -78.0];409.6606127209827
[6.99999, -80.0];[6.89996, -81.400002];154.92918534812569
[6.99999, -80.0];[-0.9, -81.800003];900.826513436773
[7.1333, -79.833412];[7.137804, -79.956933];13.637750187114339
[21.166691, -157.669998];[21.166788, -157.669898];0.01496191209600028
[21.166691, -157.669998];[21.166691, -157.669962];0.0037329544462913495
[21.166691, -157.669998];[21.166716, -157.669946];0.006066453978457327
[21.166691, -157.669998];[21.166734, -157.669934];0.008179424347033615
[21.166691, -157.669998];[21.166679, -157.66997];0.0031953482422282893
[21.166691, -157.669998];[21.229731, -157.821437];17.193646241651496
[21.166788, -157.669898];[21.214837, -157.620571];7.395879859945219
[21.166788, -157.669898];[21.166734, -157.669934];0.007070315994474133
[21.214837, -157.620571];[21.321671, -157.510895];16.44018839509198
[21.214837, -157.620571];[21.217839, -157.593555];3.0772551816141465
[20.00001, -155.0];[19.898621, -154.481094];55.396803968816506
[19.898621, -154.481094];[18.56995, -155.404007];176.6794449141079
[28.49999, -178.5];[28.013223, -178.986758];72.12866099645743
[28.013223, -178.986758];[28.000701, -178.99928];1.8574098467203286
[28.013223, -178.986758];[28.00528, -179.016403];3.041349566384086
[28.000701, -178.99928];[27.999981, -179.0];0.1068017164580721
[28.000701, -178.99928];[27.896654, -178.610189];39.931652035612935
[27.999981, -179.0];[28.00528, -179.016403];1.7148074684549675
[49.999981, -66.000008];[49.79023, -65.500366];42.71842934263548
[49.999981, -66.000008];[49.999981, -64.475205];108.98317540969992
[49.999981, -66.000008];[49.795729, -65.47349];44.023388677533454
[49.79023, -65.500366];[45.005779, -74.670677];791.2103307099298
[46.099979, -59.299992];[45.283508, -60.2173];115.40530781942087
[46.099979, -59.299992];[44.999981, -55.0];356.41747485127127
[43.299992, -65.499992];[43.19997, -65.399986];13.758690612647142
[43.299992, -65.499992];[43.268129, -65.579649];7.3572060157641985
[43.299992, -65.499992];[44.283501, -66.761841];212.62293780188273
[43.19997, -65.399986];[43.207897, -65.380268];1.8251476310276544
[21.99999, -86.0];[21.733299, -86.049988];30.100049655716024
[21.99999, -86.0];[21.944059, -85.950456];8.048604680258705
[21.99999, -86.0];[21.816727, -86.06439];21.43331680206201
[21.99999, -86.0];[21.910339, -85.966381];10.55448464026049
[21.99999, -86.0];[21.986716, -85.930311];7.335189722368641
[21.99999, -86.0];[22.002529, -86.096466];9.949396905606244
[21.99999, -86.0];[22.078905, -85.886775];14.601028119817348
[21.733299, -86.049988];[20.933182, -85.599946];100.44036786480915
[20.0, -73.900002];[20.00001, -73.799988];10.450382057088545
[20.0, -73.900002];[20.014517, -73.808059];9.741283304620392
[20.0, -73.900002];[21.49999, -75.199997];214.68708010370153
[20.0, -73.900002];[20.134917, -73.875047];15.22683701471875
[20.00001, -73.799988];[19.935034, -73.842255];8.468401076538225
[34.29998, -120.900009];[34.4361, -120.884102];15.206126844713623
[34.4361, -120.884102];[34.252232, -120.284393];73.0428233868345
[34.4361, -120.884102];[34.300869, -120.267487];72.69749400204071
[30.39999, -81.199997];[30.28615, -81.19046];12.691489093124549
[30.39999, -81.199997];[30.296261, -81.093292];15.423301671704586
[30.28615, -81.19046];[30.296261, -81.093292];9.396982906032903
[30.28615, -81.19046];[29.915171, -81.113724];41.90634547842105
[30.28615, -81.19046];[29.915171, -81.113724];41.90634547842105
[26.4, -79.800003];[26.79286, -79.890411];44.59938013314775
[26.4, -79.800003];[26.365008, -79.450194];35.0623652507718
[26.4, -79.800003];[26.760691, -79.567951];46.27168393051895
[26.79286, -79.890411];[26.766168, -79.622851];26.72574486600017
[26.79286, -79.890411];[26.76577, -79.886337];3.0393020400321533
[27.693069, -96.933937];[27.73419, -96.859177];8.664106381728255
[54.524569, -34.34247];[50.866401, -30.831553];470.43957080722237
[54.524569, -34.34247];[53.807663, -36.736051];175.01170103074847
[50.108237, -30.103908];[49.999981, -30.00001];14.139478699203698
[50.108237, -30.103908];[49.999981, -31.581025];106.14080535600164
[55.657057, -30.003736];[50.890023, -30.000773];145.66490534678914
[55.657057, -30.003736];[54.524569, -34.34247];324.70056767604206
[50.115844, -30.000109];[49.999981, -30.00001];12.883397519607904
[50.115844, -30.000109];[50.108237, -30.103908];7.449885764957872
[56.494368, -26.354286];[55.431221, -25.248654];136.78231910719353
[56.494368, -26.354286];[55.657057, -30.003736];244.8286873641598
[55.431221, -25.248654];[50.981347, -20.94171];118.69034315561355
[55.431221, -25.248654];[50.912282, -29.217986];87.22515906203442
[50.530419, -20.509003];[49.999981, -20.0];69.19401993979581
[50.530419, -20.509003];[50.123618, -29.894028];723.9881367100528
[57.823851, -17.704327];[55.462503, -15.212697];578.2870273744813
[57.823851, -17.704327];[57.552727, -20.002105];211.94228147262652
[51.299999, -10.8];[54.400002, -10.5];386.81918302969524
[56.983387, -23.465508];[55.431221, -25.248654];204.80141477421117
[56.983387, -23.465508];[56.494368, -26.354286];339.923608709701
[50.123618, -29.894028];[49.999981, -30.00001];15.691921563025057
[50.123618, -29.894028];[50.115844, -30.000109];7.612459903366782
[57.552727, -20.002105];[56.983387, -23.465508];217.61700370176436
[57.552727, -20.002105];[50.940151, -20.000808];567.2433080241087
[50.539751, -20.000464];[49.999981, -20.0];60.019777517099875
[50.539751, -20.000464];[50.530419, -20.509003];35.95651765243419
[48.87417, -28.801661];[45.817636, -25.548189];418.95760224984724
[48.87417, -28.801661];[48.694568, -30.000793];60.478752371600805
[45.817636, -25.548189];[45.405221, -25.109202];57.17445965605988
[45.817636, -25.548189];[46.23849, -24.182639];139.3666718586649
[45.405221, -25.109202];[39.999981, -20.0];103.36163440006611
[45.405221, -25.109202];[41.584876, -28.584885];83.25611242963592
[39.999981, -20.0];[39.449497, -21.458795];138.96472066833766
[39.999981, -20.0];[45.669459, -15.919327];712.6009381410852
[39.999981, -20.0];[39.327093, -20.72914];97.43499945870754
[39.999981, -20.0];[39.204831, -20.000336];88.4167727336026
[39.999981, -20.0];[41.584876, -28.584885];1036.8457420753728
[39.999981, -20.0];[38.272699, -13.755603];1001.4939267291534
[39.999981, -20.0];[39.104029, -13.196203];910.4733212234227
[39.999981, -20.0];[42.160113, -12.766912];935.2145513437583
[39.999981, -20.0];[43.919506, -14.289225];749.6088518618526
[49.72662, -19.742411];[47.798284, -17.925329];252.40168263066622
[49.72662, -19.742411];[49.709688, -20.000175];18.626806041732593
[47.798284, -17.925329];[45.669459, -15.919327];281.7684477179568
[47.798284, -17.925329];[48.056815, -16.888198];82.4481992790444
[45.669459, -15.919327];[43.919506, -14.289225];402.30705547983405
[45.669459, -15.919327];[46.810897, -14.892975];18.620666802836507
[43.919506, -14.289225];[42.160113, -12.766912];231.46260256685898
[43.919506, -14.289225];[45.066284, -12.396518];214.43378872359705
[42.160113, -12.766912];[41.094844, -11.845188];141.06562804027928
[42.160113, -12.766912];[42.719487, -10.591089];189.0659915584998
[41.094844, -11.845188];[38.5, -9.6];346.4424718943111
[41.094844, -11.845188];[39.104029, -13.196203];29.620949337341372
[12.577746, 53.059019];[14.03087, 54.187084];202.50433527446683
[12.577746, 53.059019];[13.00001, 51.0];228.15555514691877
[14.03087, 54.187084];[13.00001, 51.0];363.1322735002615
[14.03087, 54.187084];[20.00001, 59.000011];499.1391795352962
[20.00001, 59.000011];[22.700001, 60.39999];333.3933086181974
[49.737329, -19.579387];[48.056815, -16.888198];271.2988505704396
[49.737329, -19.579387];[49.72662, -19.742411];11.777294916588755
[48.056815, -16.888198];[46.810897, -14.892975];204.23122119685763
[48.056815, -16.888198];[48.725039, -13.147741];143.1442957690154
[46.810897, -14.892975];[48.725039, -13.147741];249.6148000448146
[46.810897, -14.892975];[45.066284, -12.396518];84.20609569405737
[45.066284, -12.396518];[43.402321, -10.063994];262.2145212651478
[45.066284, -12.396518];[48.666691, -5.5];569.5889651715405
[43.402321, -10.063994];[42.999989, -9.50001];63.96245899226612
[43.402321, -10.063994];[42.719487, -10.591089];87.17052921967138
[50.006344, -11.9795];[49.749989, -6.58331];387.6324844281788
[50.006344, -11.9795];[50.224757, -11.780361];28.132670891969777
[50.463013, -16.723203];[50.717723, -14.920665];130.35747885396282
[50.463013, -16.723203];[50.548386, -19.529907];355.1837572919607
[49.686826, -20.348216];[46.23849, -24.182639];477.9167614024001
[49.686826, -20.348216];[48.87417, -28.801661];480.320881974313
[46.23849, -24.182639];[45.405221, -25.109202];117.21714552825865
[46.23849, -24.182639];[47.280711, -20.001638];338.86547321085266
[41.584876, -28.584885];[40.490511, -29.562017];146.709541193916
[41.584876, -28.584885];[41.790615, -30.001077];119.8012433015111
[40.490511, -29.562017];[39.999981, -30.0];66.00699782057362
[40.490511, -29.562017];[40.531062, -30.00032];37.32735419180542
[49.709688, -20.000175];[47.280711, -20.001638];270.0903138993834
[49.709688, -20.000175];[49.686826, -20.348216];25.16068189808871
[47.280711, -20.001638];[47.798284, -17.925329];166.13921560609037
[47.280711, -20.001638];[39.999981, -20.0];506.72492030747264
[61.099972, -64.500008];[54.599991, -57.0];849.263664135741
[49.999981, -140.0];[49.999975, -135.056715];353.25624418701136
[49.999981, -140.0];[47.654888, -142.607664];323.12093576266255
[49.999981, -140.0];[46.613894, -140.002037];376.51624574231846
[49.999981, -140.0];[45.401521, -135.113316];628.338645968917
[49.999981, -140.0];[49.999981, -150.0];714.2155708473101
[49.999981, -140.0];[52.348286, -141.1714];273.58207142352524
[49.999981, -140.0];[52.066307, -139.325453];234.55418106757654
[49.999975, -135.056715];[49.999969, -129.999985];361.3602222729184
[49.999975, -135.056715];[47.579413, -132.691568];147.04576692076495
[49.999969, -129.999985];[50.987425, -129.506272];115.21995744067146
[49.999969, -129.999985];[52.48804, -131.990444];309.3868316962892
[47.654888, -142.607664];[46.635327, -143.741381];142.1386658587918
[47.654888, -142.607664];[46.613894, -140.002037];74.7539632224697
[46.635327, -143.741381];[45.40224, -145.112531];173.22670354337316
[46.635327, -143.741381];[45.456571, -140.002733];316.87402044514164
