Starting Coordinate; End Coordinate; True Distance(km) 
[21.166667, -157.669978];[21.166609, -157.670016];0.0075577745589481635
[7.346269, 67.29563];[7.316703, 67.265981];4.63684374024129
[7.346269, 67.29563];[6.323485, 69.999802];72.01651460827178
[5.454296, 72.272856];[4.467462, 74.82267];303.02654616079576
[5.454296, 72.272856];[4.0, 73.000008];180.67428324742428
[4.467462, 74.82267];[4.473028, 74.844371];2.4840416081018173
[4.467462, 74.82267];[3.386524, 77.578839];68.61742976681474
[2.610484, 79.547636];[2.155706, 80.694218];137.05411949636056
[2.610484, 79.547636];[5.89997, 81.899986];449.2372381238186
[-0.0677, 86.282242];[-1.112078, 88.903729];313.75934995784326
[-2.93043, 93.483704];[-4.200451, 96.716038];385.5133266399675
[-2.93043, 93.483704];[-2.543176, 92.507081];116.70610552462779
[-4.200451, 96.716038];[-1.40001, 99.899986];471.15450095669263
[-4.200451, 96.716038];[-5.454018, 99.947003];61.905161159938956
[-5.454018, 99.947003];[-1.40001, 99.899986];450.81593936817615
[-5.454018, 99.947003];[-7.00001, 104.0];126.57798674627288
[11.083456, 59.89401];[15.64495, 59.444981];875.2918329409972
[11.083456, 59.89401];[12.577746, 53.059019];503.9672381503494
[15.64495, 59.444981];[20.00001, 59.000011];486.54530916634707
[15.64495, 59.444981];[14.03087, 54.187084];721.6000189915325
[6.223884, 56.170099];[-1e-05, 50.0];567.7243041980796
[6.223884, 56.170099];[11.6, 52.299992];680.7820168334042
[16.551419, 62.607071];[20.00001, 59.000011];261.18485814484933
[16.551419, 62.607071];[15.64495, 59.444981];236.32247864513207
[9.69998, 75.300003];[8.0, 76.999992];265.7368058052217
[9.69998, 75.300003];[13.765711, 69.999383];1064.7435534352808
[8.365199, 70.817397];[8.282092, 70.858951];10.310201426879795
[8.365199, 70.817397];[8.582788, 69.999919];93.10572037928753
[8.881627, 68.859032];[8.781487, 68.756869];15.811327764470045
[8.881627, 68.859032];[9.86293, 64.992775];715.2494949676219
[-3.464073, -32.507316];[-5.25002, -33.799999];244.90332390320546
[-3.464073, -32.507316];[-7.18614, -31.06307];652.5972466362466
[2.552567, -27.041887];[4.649237, -24.595058];74.71888907841027
[2.552567, -27.041887];[4.359056, -29.222931];371.96785102402936
[-7.933774, -29.999888];[-10.00001, -30.0];229.75527813070534
[-7.933774, -29.999888];[-7.18614, -31.06307];253.79807916679158
[-1.3e-05, -31.29927];[-1.3e-05, -31.738417];48.830985899313646
[-1.3e-05, -31.29927];[-3.2547, -32.849103];231.46380750667328
[-1.3e-05, -31.738417];[-2e-05, -38.138357];725.3415204565291
[-1.3e-05, -31.738417];[-3.172097, -32.983948];101.20172000685982
[-2e-05, -38.138357];[-2e-05, -38.149798];1.2721829129514992
[-2e-05, -38.138357];[-3.172097, -32.983948];194.04960183157078
[-2e-05, -38.149798];[-2e-05, -40.0];205.73335983823083
[-2e-05, -38.149798];[-5.25002, -33.799999];682.8074158824545
[-2e-05, -23.960847];[-2e-05, -20.0];440.4266999577215
[-2e-05, -23.960847];[2.552567, -27.041887];250.31449719620704
[-1.806374, -21.780704];[-2e-05, -23.960847];314.7893880264253
[-1.806374, -21.780704];[-5.057207, -25.000075];330.41963765214274
[-8.796455, -28.772133];[-10.00001, -30.0];189.878087232731
[-8.796455, -28.772133];[-7.933774, -29.999888];165.6645040130101
[-2.3e-05, -106.345616];[1.8099, -107.018467];214.70728097210892
[-2.3e-05, -106.345616];[-2e-05, -104.300036];299.25175816777346
[4.150512, -95.791126];[4.990865, -94.933739];133.27758966625655
[4.150512, -95.791126];[4.434678, -94.382339];159.37429452502687
[9.712159, -90.03487];[9.815839, -89.924525];16.70717270820721
[9.712159, -90.03487];[11.023323, -94.047826];340.2462128960642
[9.815839, -89.924525];[10.580373, -89.110847];123.11153814822158
[9.815839, -89.924525];[9.224633, -88.16147];204.21242280104357
[10.580373, -89.110847];[11.99997, -87.599998];228.1612902773657
[10.580373, -89.110847];[10.035783, -87.997368];193.26741004350097
[-0.771652, -100.760675];[-0.464871, -99.999975];91.20100307159468
[-0.771652, -100.760675];[-2.966887, -102.927289];543.3621852633545
[-4.6609, -104.606755];[-5.057198, -105.000082];112.03494911180039
[-4.6609, -104.606755];[-2.623556, -105.370301];381.137909314062
[-5.057198, -105.000082];[-5.921585, -104.133256];135.80655008421365
[-5.057198, -105.000082];[-10.00002, -110.0];772.3255423212054
[-10.00002, -110.0];[-15.170364, -115.000213];1158.8966888761406
[-10.00002, -110.0];[-20.000031, -110.0];1112.1932214702156
[-10.00002, -110.0];[-15.170372, -105.000191];1158.5643109705813
[-0.464871, -99.999975];[-0.332648, -99.672112];39.308965060731595
[-0.464871, -99.999975];[-10.00002, -100.0];1008.6525757415924
[-10.00002, -100.0];[-10.00095, -100.126617];13.865657831214827
[-10.00002, -100.0];[-10.096645, -100.092028];14.729766745135635
[-10.00002, -100.0];[-10.34384, -99.999944];38.231092977183884
[-10.00002, -100.0];[-10.00003, -90.0];1094.9637817681748
[-10.00002, -100.0];[-15.170377, -95.000196];1158.5715957828745
[-0.332648, -99.672112];[-2e-05, -98.847324];98.88919187383529
[-0.332648, -99.672112];[-5.057193, -95.000077];1020.5838056847185
[-5.057193, -95.000077];[-10.00003, -90.0];772.2616830177375
[-5.057193, -95.000077];[-10.00002, -100.0];772.3253845933763
[-10.00003, -90.0];[-4.788574, -85.266832];1358.574455780726
[-10.00003, -90.0];[-15.170377, -95.000196];1158.8942419612354
[-10.00003, -90.0];[-20.000031, -90.0];1112.1821019623317
[-10.00003, -90.0];[-15.170372, -85.000191];1158.5642921886017
[-2e-05, -98.847324];[-3e-05, -90.0];855.6070017287396
[-2e-05, -98.847324];[2.547651, -92.511557];266.42612905789053
[-40.000031, 30.00001];[-40.000031, 19.99999];851.427378420095
[-40.000031, 30.00001];[-40.000031, 40.0];851.2848369805503
[-40.000031, 30.00001];[-45.404274, 25.110296];1359.768187441458
[-37.447048, 32.766406];[-40.000031, 40.0];688.4613442830995
[-37.447048, 32.766406];[-40.000031, 30.00001];371.6849967259703
[-40.000031, 40.0];[-40.035119, 41.643798];140.0356527260028
[3.852023, -89.238471];[5.507492, -88.911194];187.61899888071684
[3.852023, -89.238471];[6.89996, -81.400002];866.5367742007575
[5.507492, -88.911194];[9.091241, -88.188456];112.08320724698393
[5.507492, -88.911194];[6.89996, -81.400002];440.7386790807933
[9.091241, -88.188456];[9.224633, -88.16147];15.125483230544072
[9.091241, -88.188456];[9.712159, -90.03487];213.99681828987414
[9.224633, -88.16147];[10.035783, -87.997368];91.97249383956851
[9.224633, -88.16147];[7.224397, -82.331631];538.7114259416277
[10.035783, -87.997368];[11.99997, -87.599998];222.6721242398686
[10.035783, -87.997368];[7.41667, -82.800003];641.1365118927852
[-0.9, -81.800003];[1.19998, -80.300003];286.9533059511262
[-4.788574, -85.266832];[-0.9, -81.800003];578.9161338340178
[-4.788574, -85.266832];[-10.00001, -80.0];108.05261798847704
[-10.00001, -80.0];[-7.3, -80.199997];301.0316023864515
[-10.00001, -80.0];[-12.00002, -77.699997];335.37536429027443
[-10.00001, -80.0];[-15.170372, -85.000191];1158.899135795476
[-10.00001, -80.0];[-20.000031, -80.0];1112.186549765487
[-10.00001, -80.0];[-10.00003, -90.0];1095.0676136739446
[-2e-05, -43.12393];[-1e-05, -48.0];194.82934788036982
[-2e-05, -43.12393];[2.021505, -46.399048];488.2366910642026
[-1.247198, -121.229468];[-0.984025, -119.999949];139.78779567376466
[-1.247198, -121.229468];[-5.057211, -125.000075];592.3039158480609
[-5.057211, -125.000075];[-10.00002, -129.999985];772.328817041013
[-5.057211, -125.000075];[-8.748124, -121.277273];772.2616718518365
[-0.984025, -119.999949];[-8.281899, -119.999911];893.2022819399369
[-0.984025, -119.999949];[-0.811432, -119.200154];2.6289397833668384
[-8.281899, -119.999911];[-10.00001, -120.0];191.04549074494744
[-8.281899, -119.999911];[-7.228073, -117.177099];231.44117886281828
[-0.811432, -119.200154];[-1.1e-05, -115.440464];427.67090219762036
[-0.811432, -119.200154];[-5.057209, -115.000093];796.3232338786222
[-5.057209, -115.000093];[-6.029302, -114.025248];152.72216853291192
[-5.057209, -115.000093];[-7.228073, -117.177099];340.86605108515846
[-6.029302, -114.025248];[-10.00002, -110.0];466.8168707335097
[-6.029302, -114.025248];[-4.461924, -109.999762];814.1033445609418
[-1.1e-05, -115.440464];[-3e-05, -110.0];97.95308051893153
[-1.1e-05, -115.440464];[0.967095, -110.95333];214.07950525478608
[-7.228073, -117.177099];[-10.00001, -120.0];90.59053965500902
[-7.228073, -117.177099];[-6.029302, -114.025248];563.1609207380296
[-4.461924, -109.999762];[-3.208259, -106.833556];377.92055947031355
[-4.461924, -109.999762];[-10.00002, -110.0];119.74954031854577
[-3.208259, -106.833556];[-5.057198, -105.000082];566.3181626272993
[-3.208259, -106.833556];[-2.623556, -105.370301];97.62091696382224
[-5.921585, -104.133256];[-4.6609, -104.606755];149.6642863606402
[-5.921585, -104.133256];[-9.80732, -100.196605];500.64806291228723
[-5.057212, -165.000076];[-6.348037, -163.705599];202.7681917447365
[-5.057212, -165.000076];[-10.00001, -170.0];772.3245914111486
[-8.621308, -159.999928];[-10.00002, -160.0];153.30599166250033
[-8.621308, -159.999928];[-8.371354, -158.338438];280.4752735138873
[-5.057202, -155.000086];[-7.438883, -152.611652];373.9297585028678
[-5.057202, -155.000086];[-8.371354, -158.338438];772.3246096100122
[-7.438883, -152.611652];[-6.982318, -149.999853];292.55975201227625
[-7.438883, -152.611652];[-10.00002, -150.0];24.4043345574604
[-8.371354, -158.338438];[-10.00002, -160.0];257.02153652679704
[-8.371354, -158.338438];[-7.438883, -152.611652];1159.1356398638368
[-6.982318, -149.999853];[-10.00002, -150.0];335.5536164002364
[-6.982318, -149.999853];[-6.313256, -146.25968];544.0473664630266
[-5.057212, -145.000076];[-5.607362, -144.448369];86.44761490343247
[-5.057212, -145.000076];[-6.313256, -146.25968];197.30824184202902
[-5.607362, -144.448369];[-5.917606, -144.137248];48.73232144703045
[-5.607362, -144.448369];[-6.007553, -144.61976];48.37009414501578
[-5.917606, -144.137248];[-10.0, -140.0];501.89942714274827
[-5.917606, -144.137248];[-5.126446, -139.999747];475.5768897898998
[-1.8e-05, -142.059048];[-1.5e-05, -141.329227];81.15250465179777
[-1.8e-05, -142.059048];[-3.659878, -143.614315];2.737106396072528
[-3.659878, -143.614315];[-5.607362, -144.448369];235.4536400396306
[-3.659878, -143.614315];[-5.057212, -145.000076];425.1087787499243
[-6.313256, -146.25968];[-6.007553, -144.61976];184.4569565373565
[-6.313256, -146.25968];[-10.00002, -150.0];377.7077492698401
[-5.126446, -139.999747];[-10.0, -140.0];541.9152287695646
[-5.126446, -139.999747];[-4.615537, -137.396092];294.0077794896709
[-4.289064, -135.762052];[-3.898935, -133.851317];216.31614333621596
[-4.289064, -135.762052];[-5.057212, -135.000076];228.2169130214338
[-5.057212, -135.000076];[-6.130467, -136.076369];168.60787698614024
[-5.057212, -135.000076];[-10.00002, -129.999985];772.2582048077243
[-3.898935, -133.851317];[-5.057212, -135.000076];350.3268306230836
[-3.898935, -133.851317];[-3.106714, -129.999839];650.0369302431369
[-3.106714, -129.999839];[-2.573621, -127.462729];287.9343325986239
[-3.106714, -129.999839];[-10.00002, -129.999985];421.1349100737004
[-2.573621, -127.462729];[-5.057211, -125.000075];764.9287885513203
[-2.573621, -127.462729];[-1.247198, -121.229468];449.9647592597393
[-8.748124, -121.277273];[-10.00001, -120.0];197.51744348751185
[-8.748124, -121.277273];[-8.281899, -119.999911];149.73133865039023
[-37.307559, 32.917555];[-39.619918, 40.000161];667.8603556096961
[-37.307559, 32.917555];[-37.447048, 32.766406];20.46832046574778
[-39.619918, 40.000161];[-40.000031, 40.0];42.266697770019064
[-39.619918, 40.000161];[-39.708321, 40.316094];24.630995923977178
[-39.708321, 40.316094];[-40.035119, 41.643798];118.98947265053802
[-39.708321, 40.316094];[-40.000031, 40.0];42.192249291345234
[-40.035119, 41.643798];[-41.676397, 48.503203];1107.4887282696725
[-40.035119, 41.643798];[-40.000031, 50.0];571.2873856085919
[-41.676397, 48.503203];[-41.927764, 50.00116];127.27173480034423
[-41.676397, 48.503203];[-40.000031, 50.0];224.939699478141
[-41.927764, 50.00116];[-42.287242, 52.143375];181.17927885644443
[-41.927764, 50.00116];[-40.000031, 50.0];214.35444772592217
[-42.287242, 52.143375];[-40.000031, 50.0];311.2542389553096
[-42.287242, 52.143375];[-43.055887, 57.271472];659.9658044309754
[-43.055887, 57.271472];[-43.304309, 60.001996];223.1084421598692
[-43.055887, 57.271472];[-40.0, 60.0];408.66666492037683
[-43.304309, 60.001996];[-43.611832, 63.382116];274.9380256370915
[-43.304309, 60.001996];[-40.0, 60.0];367.42294176140786
[-43.611832, 63.382116];[-40.0, 60.0];489.67597592004824
[-43.611832, 63.382116];[-43.751235, 66.650615];187.50189660735114
[-43.751235, 66.650615];[-43.805498, 70.002287];269.1390281843657
[-43.751235, 66.650615];[-40.000031, 69.999977];500.7829192585471
[-43.805498, 70.002287];[-40.000031, 69.999977];423.1492515228688
[-43.805498, 70.002287];[-43.829487, 73.588791];502.22236433066155
[-43.829487, 73.588791];[-43.645016, 76.745475];254.4218216721428
[-43.829487, 73.588791];[-40.000031, 69.999977];519.0155207395559
[-43.645016, 76.745475];[-43.454706, 80.002084];263.28932048469966
[-43.645016, 76.745475];[-40.000031, 80.000008];486.73294589877145
[-43.454706, 80.002084];[-43.35685, 81.676613];135.70944543138936
[-43.454706, 80.002084];[-40.000031, 80.000008];384.1429023987109
[-43.35685, 81.676613];[-43.18162, 82.981204];107.4080127612783
[-43.18162, 82.981204];[-42.543969, 87.728548];393.31432921987687
[-43.18162, 82.981204];[-43.181606, 82.981191];0.0018800188799046236
[-42.543969, 87.728548];[-42.238874, 89.999994];189.59340958219346
[-42.543969, 87.728548];[-42.543883, 87.728625];0.011455977876077182
[-5.476113, 165.420018];[-10.00002, 170.0];640.6028715887129
[-5.476113, 165.420018];[-2.951432, 168.383713];342.60861506540124
[-42.23885, 90.001362];[-41.887056, 91.769259];151.09210488179474
[-42.23885, 90.001362];[-40.0, 89.999992];248.9491318215273
[-41.887056, 91.769259];[-41.227299, 95.084778];285.4395920398656
[-41.887056, 91.769259];[-40.000031, 90.0];257.1058764453446
[-41.227299, 95.084778];[-40.0, 100.0];436.6864016917486
[-41.227299, 95.084778];[-41.887082, 91.769284];285.4382711999652
[-40.0, 100.0];[-35.385731, 95.000043];675.6210587518848
[-40.0, 100.0];[-37.635475, 107.437815];695.6754042587008
[-40.0, 100.0];[-49.999969, 100.0];1112.4446185182962
[-40.0, 100.0];[-45.40257, 105.112157];1359.5852819336883
[-40.0, 100.0];[-40.000031, 90.0];851.4289530278086
[-40.0, 100.0];[-40.000031, 110.0];851.286244067933
[-40.0, 100.0];[-29.99999, 100.00003];1111.4927682904984
[-4.45037, 179.652283];[-8.9, 179.300003];496.3034856520363
[-4.45037, 179.652283];[-12.798694, -173.658682];1180.5015120807122
[-4.45037, 179.652283];[-11.63368, -175.816116];938.2643018181415
[-4.45037, 179.652283];[-14.357706, -170.771619];1517.8940394329431
[-4.45037, 179.652283];[-14.36573, -170.75676];1519.6526743173742
[-4.45037, 179.652283];[-14.39999, -170.700012];1526.6543356338977
[-4.45037, 179.652283];[-13.77725, -171.754608];1397.9524164667603
[-4.45037, 179.652283];[-14.35031, -170.692505];1523.332024633175
[-4.45037, 179.652283];[5.00037, -180.0];1045.7477161341096
[-4.45037, 179.652283];[-2e-05, -180.0];493.62109837840677
[-4.45037, 179.652283];[5.057167, -174.999909];1207.8253757058314
[-4.45037, 179.652283];[5.01899, -174.961624];1206.263558031291
[-4.45037, 179.652283];[2.51185, -172.476044];1165.919140593742
[-4.45037, 179.652283];[1.033799, -171.019073];1201.8186029272185
[-4.45037, 179.652283];[5.01925, -175.037933];1202.0984967715856
[-4.45037, 179.652283];[2.51201, -177.523682];831.4939782183037
[-4.45037, 179.652283];[5.00037, -170.000244];1554.312904237079
[-4.45037, 179.652283];[2.697968, -170.000132];1396.2848795350708
[-4.45037, 179.652283];[-2.51188, -177.523956];379.98185697194737
[-4.45037, 179.652283];[-5.01902, -175.038376];592.3728743895837
[-4.45037, 179.652283];[-7.5167, -172.53363];929.1277053646402
[-4.45037, 179.652283];[-2e-05, -174.999985];771.9119351779555
[-4.45037, 179.652283];[-2e-05, -171.651607];1085.0829012353652
[-4.45037, 179.652283];[2.48897, -170.128738];1371.4606600206548
[-4.45037, 179.652283];[-0.67261, -172.063126];1011.4460295540545
[-4.45037, 179.652283];[-3.83334, -174.0];708.0811822727206
[0.55095, 176.550323];[1.1, 173.100006];388.44470729191175
[0.55095, 176.550323];[10.00001, -180.0];1112.5560598769664
[0.55095, 176.550323];[5.00037, -180.0];623.7950613022151
[0.55095, 176.550323];[-2e-05, -180.0];388.8130918699697
[0.55095, 176.550323];[7.51668, -177.46637];1016.9717589860371
[0.55095, 176.550323];[5.057167, -174.999909];1063.2496481353971
[0.55095, 176.550323];[5.01899, -174.961624];1065.0631342206193
[0.55095, 176.550323];[2.51185, -172.476044];1240.1866025388981
[0.55095, 176.550323];[1.033799, -171.019073];1384.6621968165277
[0.55095, 176.550323];[10.03671, -174.999741];1405.5808734155207
[0.55095, 176.550323];[7.51688, -172.533264];1435.6144101444554
[0.55095, 176.550323];[5.01925, -175.037933];1057.5691497994158
[0.55095, 176.550323];[2.51201, -177.523682];694.151497033541
[0.55095, 176.550323];[5.00037, -170.000244];1573.930825834146
[0.55095, 176.550323];[2.697968, -170.000132];1515.222959792517
[0.55095, 176.550323];[-2.51188, -177.523956];741.3533954580706
[0.55095, 176.550323];[-5.01902, -175.038376];1119.8510909652443
[0.55095, 176.550323];[-7.5167, -172.53363];1504.8732244961964
[0.55095, 176.550323];[-2e-05, -174.999985];942.5719348920667
[0.55095, 176.550323];[-2e-05, -171.651607];1314.7472782743055
[0.55095, 176.550323];[2.48897, -170.128738];1497.699617230089
[0.55095, 176.550323];[-0.67261, -172.063126];1274.72057033158
[0.55095, 176.550323];[-3.83334, -174.0];1157.6482774263134
[2.28031, 176.619034];[3.434614, 174.902274];229.83400250486469
[2.28031, 176.619034];[10.00001, -180.0];932.0121121254014
[2.28031, 176.619034];[5.00037, -180.0];481.17338022086113
[2.28031, 176.619034];[-2e-05, -180.0];452.9418427803929
[2.28031, 176.619034];[7.51668, -177.46637];874.8486954446772
[2.28031, 176.619034];[5.057167, -174.999909];980.3123155808164
[2.28031, 176.619034];[5.01899, -174.961624];983.0644485794927
[2.28031, 176.619034];[2.51185, -172.476044];1213.1422738623749
[2.28031, 176.619034];[1.033799, -171.019073];1382.407246789584
[2.28031, 176.619034];[10.03671, -174.999741];1262.9033154639562
[2.28031, 176.619034];[7.51688, -172.533264];1334.8835060529677
[2.28031, 176.619034];[5.01925, -175.037933];975.0123110936614
[2.28031, 176.619034];[2.51201, -177.523682];651.9662345221082
[2.28031, 176.619034];[5.00037, -170.000244];1516.5227078740145
[2.28031, 176.619034];[2.697968, -170.000132];1488.858336795898
[2.28031, 176.619034];[-2.51188, -177.523956];840.026816658542
[2.28031, 176.619034];[-5.01902, -175.038376];1229.7497024044565
[2.28031, 176.619034];[-7.5167, -172.53363];1620.2358666659086
[2.28031, 176.619034];[-2e-05, -174.999985];966.2026483516905
[2.28031, 176.619034];[-2e-05, -171.651607];1329.492507687206
[2.28031, 176.619034];[2.48897, -170.128738];1474.136337180371
[2.28031, 176.619034];[-0.67261, -172.063126];1301.2654976912124
[2.28031, 176.619034];[-3.83334, -174.0];1243.505034620311
[4.55862, 173.230576];[12.70523, -172.368897];1821.9024754356371
[4.55862, 173.230576];[12.53891, -177.581863];1341.7465137876081
[4.55862, 173.230576];[10.00001, -180.0];959.4262894184407
[4.55862, 173.230576];[5.00037, -180.0];752.5481485299116
[4.55862, 173.230576];[-2e-05, -180.0];905.9634281782727
[4.55862, 173.230576];[7.51668, -177.46637];1080.4837084099427
[4.55862, 173.230576];[5.057167, -174.999909];1306.740123060372
[4.55862, 173.230576];[5.01899, -174.961624];1310.849511500857
[4.55862, 173.230576];[2.51185, -172.476044];1604.0708713113813
[4.55862, 173.230576];[1.033799, -171.019073];1793.8140979044224
[4.55862, 173.230576];[10.03671, -174.999741];1433.4213226420143
[4.55862, 173.230576];[7.51688, -172.533264];1609.4044673265469
[4.55862, 173.230576];[5.01925, -175.037933];1302.3919261518033
[4.55862, 173.230576];[2.51201, -177.523682];1051.8608349929748
[4.55862, 173.230576];[5.00037, -170.000244];1860.878789877539
[4.55862, 173.230576];[2.697968, -170.000132];1874.2504266002493
[4.55862, 173.230576];[-2.51188, -177.523956];1291.834225131626
[4.55862, 173.230576];[-5.01902, -175.038376];1680.1794096947633
[4.55862, 173.230576];[-2e-05, -174.999985];1402.5070631207655
[4.55862, 173.230576];[-2e-05, -171.651607];1755.0804046109631
[4.55862, 173.230576];[2.48897, -170.128738];1862.9387883958343
[4.55862, 173.230576];[-0.67261, -172.063126];1734.8659228958427
[4.55862, 173.230576];[-3.83334, -174.0];1696.4795994343667
[4.55862, 173.230576];[9.09998, 166.399994];907.2040422553295
[-2.51202, 177.523697];[-3.856155, 176.191083];210.30273416346063
[-2.51202, 177.523697];[-11.63368, -175.816116];1248.149145444701
[-2.51202, 177.523697];[5.00037, -180.0];875.1547135589345
[-2.51202, 177.523697];[-2e-05, -180.0];391.27169375262196
[-2.51202, 177.523697];[5.057167, -174.999909];1179.7684261494337
[-2.51202, 177.523697];[5.01899, -174.961624];1179.7979805761688
[-2.51202, 177.523697];[2.51185, -172.476044];1243.8143396615287
[-2.51202, 177.523697];[1.033799, -171.019073];1334.023125699762
[-2.51202, 177.523697];[5.01925, -175.037933];1173.8219939104436
[-2.51202, 177.523697];[2.51201, -177.523682];782.546919534264
[-2.51202, 177.523697];[5.00037, -170.000244];1617.1697708677125
[-2.51202, 177.523697];[2.697968, -170.000132];1503.1426653294461
[-2.51202, 177.523697];[-2.51188, -177.523956];550.7662221545343
[-2.51202, 177.523697];[-5.01902, -175.038376];871.4140505816858
[-2.51202, 177.523697];[-7.5167, -172.53363];1233.3771907096452
[-2.51202, 177.523697];[-2e-05, -174.999985];877.1363622930695
[-2.51202, 177.523697];[-2e-05, -171.651607];1236.2243728580913
[-2.51202, 177.523697];[2.48897, -170.128738];1481.1877372838883
[-2.51202, 177.523697];[-0.67261, -172.063126];1176.4101605368603
[-2.51202, 177.523697];[-3.83334, -174.0];953.37989050179
[-3.893067, 176.154487];[-5.01929, 175.037918];176.0797013447832
[-3.893067, 176.154487];[-3.91301, 176.166687];2.597955034840095
[-3.893067, 176.154487];[-12.798694, -173.658682];1492.118168501341
[-3.893067, 176.154487];[-11.63368, -175.816116];1231.2784938949267
[-3.893067, 176.154487];[-13.77725, -171.754608];1720.2978561217224
[-3.893067, 176.154487];[5.00037, -180.0];1072.3608279049588
[-3.893067, 176.154487];[-2e-05, -180.0];606.8636834925038
[-3.893067, 176.154487];[5.057167, -174.999909];1395.3603974009104
[-3.893067, 176.154487];[5.01899, -174.961624];1395.3884583119748
[-3.893067, 176.154487];[2.51185, -172.476044];1449.6719719266955
[-3.893067, 176.154487];[1.033799, -171.019073];1527.4120613550715
[-3.893067, 176.154487];[5.01925, -175.037933];1389.4139623341762
[-3.893067, 176.154487];[2.51201, -177.523682];998.138895165458
[-3.893067, 176.154487];[5.00037, -170.000244];1826.901040015912
[-3.893067, 176.154487];[2.697968, -170.000132];1704.0486537460279
[-3.893067, 176.154487];[-2.51188, -177.523956];719.0108544399205
[-3.893067, 176.154487];[-5.01902, -175.038376];985.3387134301719
[-3.893067, 176.154487];[-7.5167, -172.53363];1315.3305838660594
[-3.893067, 176.154487];[-2e-05, -174.999985];1073.973891811932
[-3.893067, 176.154487];[-2e-05, -171.651607];1423.050303068422
[-3.893067, 176.154487];[2.48897, -170.128738];1681.3151704700858
[-3.893067, 176.154487];[-0.67261, -172.063126];1357.9241913313838
[-3.893067, 176.154487];[-3.83334, -174.0];1093.5375024343455
[-5.01929, 175.037918];[-7.51691, 172.533264];392.1197636436627
[-5.01929, 175.037918];[-14.50584, -175.890411];1445.398977945441
[-5.01929, 175.037918];[-12.798694, -173.658682];1511.0371221677506
[-5.01929, 175.037918];[-11.63368, -175.816116];1244.5473287749671
[-5.01929, 175.037918];[-14.357706, -170.771619];1867.0511832866437
[-5.01929, 175.037918];[-14.36573, -170.75676];1868.880522974345
[-5.01929, 175.037918];[-14.39999, -170.700012];1876.0795455765617
[-5.01929, 175.037918];[-13.77725, -171.754608];1742.9993301671198
[-5.01929, 175.037918];[-14.73458, -171.667786];1809.7171164213985
[-5.01929, 175.037918];[-14.35031, -170.692505];1873.8456153718441
[-5.01929, 175.037918];[-2e-05, -180.0];782.5514642140835
[-5.01929, 175.037918];[2.51185, -172.476044];1619.1788902779917
[-5.01929, 175.037918];[1.033799, -171.019073];1688.7760534024967
[-5.01929, 175.037918];[2.51201, -177.523682];1173.826689990009
[-5.01929, 175.037918];[2.697968, -170.000132];1870.017889123417
[-5.01929, 175.037918];[-2.51188, -177.523956];871.4493506765531
[-5.01929, 175.037918];[-5.01902, -175.038376];1100.483559743935
[-5.01929, 175.037918];[-7.5167, -172.53363];1402.6282093328448
[-5.01929, 175.037918];[-2e-05, -174.999985];1238.8450040900623
[-5.01929, 175.037918];[-2e-05, -171.651607];1580.4813735464793
[-5.01929, 175.037918];[2.48897, -170.128738];1846.8010143410513
[-5.01929, 175.037918];[-0.67261, -172.063126];1512.2119607245018
[-5.01929, 175.037918];[-3.83334, -174.0];1223.6925675198383
[-7.51691, 172.533264];[-8.499283, 171.531049];155.27433944896745
[-7.51691, 172.533264];[-14.50584, -175.890411];1481.803602633602
[-7.51691, 172.533264];[-12.798694, -173.658682];1621.3805328091812
[-7.51691, 172.533264];[-11.63368, -175.816116];1357.288270627348
[-7.51691, 172.533264];[-14.357706, -170.771619];1974.2857972561071
[-7.51691, 172.533264];[-14.36573, -170.75676];1976.0991934350566
[-7.51691, 172.533264];[-14.39999, -170.700012];1983.1663832602187
[-7.51691, 172.533264];[-13.77725, -171.754608];1852.3293128602224
[-7.51691, 172.533264];[-14.73458, -171.667786];1900.2771980629723
[-7.51691, 172.533264];[-14.35031, -170.692505];1981.9791457597046
[-7.51691, 172.533264];[-2e-05, -180.0];1173.8254690477422
[-7.51691, 172.533264];[1.033799, -171.019073];2056.5618489801845
[-7.51691, 172.533264];[-2.51188, -177.523956];1233.405061942151
[-7.51691, 172.533264];[-5.01902, -175.038376];1402.6287177199015
[-7.51691, 172.533264];[-7.5167, -172.53363];1648.0744865801896
[-7.51691, 172.533264];[-2e-05, -174.999985];1614.2719250659147
[-7.51691, 172.533264];[-2e-05, -171.651607];1942.3253291194555
[-7.51691, 172.533264];[-0.67261, -172.063126];1869.384402199388
[-7.51691, 172.533264];[-3.83334, -174.0];1546.1398975477803
[-2.51188, -177.523956];[-5.01902, -175.038376];392.12965479704604
[-5.01902, -175.038376];[-7.5167, -172.53363];392.13175621530064
[-7.5167, -172.53363];[-10.00001, -170.0];392.12942601892763
[-2e-05, -174.999985];[-2e-05, -171.651607];372.32316036217304
[-2e-05, -171.651607];[-2e-05, -170.0];183.65057287925535
[-2e-05, -171.651607];[-0.67261, -172.063126];87.67627479383353
[-8.801022, -161.223289];[-10.00002, -160.0];189.16406954016173
[-8.801022, -161.223289];[-8.621308, -159.999928];135.93921199940647
[-5.057194, 64.999922];[-10.00002, 60.0];772.3246025840693
[-5.057194, 64.999922];[-9.8713, 69.868649];772.2593406482791
[-9.8713, 69.868649];[-10.00002, 69.999977];20.291934014217137
[-9.8713, 69.868649];[-10.001957, 69.736061];20.54172597673806
