,Longitude,Latitude
2519,19.0,-17.0
2520,19.0,-15.0
2521,19.0,-12.0
2522,19.0,-11.0
2523,19.0,-10.0
2524,19.0,-9.0
2525,19.0,-8.0
2526,19.0,-7.0
2527,19.0,-6.0
2528,19.0,-4.0
2529,19.0,4.0
2530,19.0,5.0
2531,19.0,6.0
2532,19.0,7.0
2533,19.0,8.0
2534,19.0,9.0
2535,19.0,10.0
2536,19.0,11.0
2537,19.0,12.0
2538,19.0,13.0
2539,19.0,14.0
2540,19.0,18.0
2541,19.0,19.0
2542,19.0,28.0
2543,19.0,29.0
2544,19.0,43.0
2545,19.0,44.0
2546,19.0,45.0
2547,19.0,46.0
2548,19.0,47.0
2549,19.0,50.0
2550,19.0,51.0
2551,19.0,52.0
2552,19.0,53.0
2553,19.0,54.0
2554,20.0,-34.0
2555,20.0,-33.0
2556,20.0,-32.0
2557,20.0,-28.0
2558,20.0,-27.0
2559,20.0,-25.0
2560,20.0,-23.0
2561,20.0,-22.0
2562,20.0,-21.0
2563,20.0,-18.0
2564,20.0,-17.0
2565,20.0,-12.0
2566,20.0,-10.0
2567,20.0,-9.0
2568,20.0,-8.0
2569,20.0,-7.0
2570,20.0,-6.0
2571,20.0,-5.0
2572,20.0,2.0
2573,20.0,3.0
2574,20.0,4.0
2575,20.0,5.0
2576,20.0,6.0
2577,20.0,7.0
2578,20.0,11.0
2579,20.0,12.0
2580,20.0,13.0
2581,20.0,14.0
2582,20.0,29.0
2583,20.0,40.0
2584,20.0,41.0
2585,20.0,42.0
2586,20.0,44.0
2587,20.0,45.0
2588,20.0,46.0
2589,20.0,47.0
2590,20.0,48.0
2591,20.0,50.0
2592,20.0,51.0
2593,20.0,52.0
2594,20.0,53.0
2595,20.0,54.0
2596,21.0,-34.0
2597,21.0,-33.0
2598,21.0,-31.0
2599,21.0,-28.0
2600,21.0,-22.0
2601,21.0,-20.0
2602,21.0,-19.0
2603,21.0,-18.0
2604,21.0,-17.0
2605,21.0,-16.0
2606,21.0,-15.0
2607,21.0,-10.0
2608,21.0,-8.0
2609,21.0,-7.0
2610,21.0,-6.0
2611,21.0,-4.0
2612,21.0,2.0
2613,21.0,5.0
2614,21.0,6.0
2615,21.0,7.0
2616,21.0,8.0
2617,21.0,10.0
2618,21.0,11.0
2619,21.0,12.0
2620,21.0,13.0
2621,21.0,14.0
2622,21.0,15.0
2623,21.0,16.0
2624,21.0,19.0
2625,21.0,29.0
2626,21.0,32.0
2627,21.0,41.0
2628,21.0,42.0
2629,21.0,44.0
2630,21.0,45.0
2631,21.0,46.0
2632,21.0,47.0
2633,21.0,48.0
2634,21.0,49.0
2635,21.0,50.0
2636,21.0,52.0
2637,21.0,53.0
2638,21.0,54.0
2639,22.0,-34.0
2640,22.0,-33.0
2641,22.0,-32.0
2642,22.0,-31.0
2643,22.0,-30.0
2644,22.0,-29.0
2645,22.0,-28.0
2646,22.0,-27.0
2647,22.0,-24.0
2648,22.0,-19.0
2649,22.0,-18.0
2650,22.0,-17.0
2651,22.0,-16.0
2652,22.0,-15.0
2653,22.0,-14.0
2654,22.0,-13.0
2655,22.0,-12.0
2656,22.0,-11.0
2657,22.0,-10.0
2658,22.0,-9.0
2659,22.0,-8.0
2660,22.0,-7.0
2661,22.0,-6.0
2662,22.0,-3.0
2663,22.0,5.0
2664,22.0,6.0
2665,22.0,7.0
2666,22.0,8.0
2667,22.0,11.0
2668,22.0,12.0
2669,22.0,13.0
2670,22.0,14.0
2671,22.0,15.0
2672,22.0,17.0
2673,22.0,29.0
2674,22.0,39.0
2675,22.0,40.0
2676,22.0,41.0
2677,22.0,42.0
2678,22.0,43.0
2679,22.0,44.0
2680,22.0,47.0
2681,22.0,48.0
2682,22.0,49.0
2683,22.0,50.0
2684,22.0,51.0
2685,22.0,52.0
2686,22.0,53.0
2687,22.0,54.0
2688,22.0,55.0
2689,22.0,56.0
2690,23.0,-34.0
2691,23.0,-33.0
2692,23.0,-32.0
2693,23.0,-30.0
2694,23.0,-29.0
2695,23.0,-28.0
2696,23.0,-27.0
2697,23.0,-26.0
2698,23.0,-25.0
2699,23.0,-24.0
2700,23.0,-20.0
2701,23.0,-16.0
2702,23.0,-15.0
2703,23.0,-14.0
2704,23.0,-13.0
2705,23.0,-12.0
2706,23.0,-11.0
2707,23.0,-10.0
2708,23.0,-9.0
2709,23.0,-8.0
2710,23.0,-7.0
2711,23.0,-6.0
2712,23.0,6.0
2713,23.0,7.0
2714,23.0,9.0
2715,23.0,10.0
2716,23.0,11.0
2717,23.0,12.0
2718,23.0,13.0
2719,23.0,15.0
2720,23.0,16.0
2721,23.0,17.0
2722,23.0,24.0
2723,23.0,37.0
2724,23.0,41.0
2725,23.0,42.0
2726,23.0,43.0
2727,23.0,44.0
2728,23.0,45.0
2729,23.0,46.0
2730,23.0,48.0
2731,23.0,49.0
2732,23.0,50.0
2733,23.0,51.0
2734,23.0,53.0
2735,23.0,55.0
2736,23.0,56.0
2737,24.0,-34.0
2738,24.0,-33.0
2739,24.0,-32.0
2740,24.0,-31.0
2741,24.0,-30.0
2742,24.0,-29.0
2743,24.0,-27.0
2744,24.0,-26.0
2745,24.0,-25.0
2746,24.0,-24.0
2747,24.0,-19.0
2748,24.0,-18.0
2749,24.0,-17.0
2750,24.0,-15.0
2751,24.0,-14.0
2752,24.0,-12.0
2753,24.0,-11.0
2754,24.0,-10.0
2755,24.0,-9.0
2756,24.0,-8.0
2757,24.0,-7.0
2758,24.0,-6.0
2759,24.0,0.0
2760,24.0,1.0
2761,24.0,5.0
2762,24.0,9.0
2763,24.0,11.0
2764,24.0,12.0
2765,24.0,13.0
2766,24.0,14.0
2767,24.0,15.0
2768,24.0,32.0
2769,24.0,41.0
2770,24.0,44.0
2771,24.0,46.0
2772,24.0,47.0
2773,24.0,49.0
2774,24.0,50.0
2775,24.0,52.0
2776,24.0,54.0
2777,24.0,55.0
2778,24.0,56.0
2779,24.0,57.0
2780,25.0,-33.0
2781,25.0,-32.0
2782,25.0,-31.0
2783,25.0,-30.0
2784,25.0,-29.0
2785,25.0,-28.0
2786,25.0,-27.0
2787,25.0,-26.0
2788,25.0,-25.0
2789,25.0,-24.0
2790,25.0,-21.0
2791,25.0,-20.0
2792,25.0,-18.0
2793,25.0,-17.0
2794,25.0,-15.0
2795,25.0,-13.0
2796,25.0,-12.0
2797,25.0,-11.0
2798,25.0,-9.0
2799,25.0,-8.0
2800,25.0,-7.0
2801,25.0,-6.0
2802,25.0,-5.0
2803,25.0,-4.0
2804,25.0,5.0
2805,25.0,6.0
2806,25.0,10.0
2807,25.0,11.0
2808,25.0,12.0
2809,25.0,14.0
2810,25.0,15.0
2811,25.0,20.0
2812,25.0,35.0
2813,25.0,41.0
2814,25.0,42.0
2815,25.0,43.0
2816,25.0,44.0
2817,25.0,45.0
2818,25.0,46.0
2819,25.0,48.0
2820,25.0,49.0
2821,25.0,50.0
2822,25.0,51.0
2823,25.0,52.0
2824,25.0,53.0
2825,25.0,54.0
2826,25.0,55.0
2827,25.0,56.0
2828,25.0,57.0
2829,25.0,59.0
2830,26.0,-33.0
2831,26.0,-32.0
2832,26.0,-31.0
2833,26.0,-30.0
2834,26.0,-29.0
2835,26.0,-28.0
2836,26.0,-27.0
2837,26.0,-26.0
2838,26.0,-25.0
2839,26.0,-24.0
2840,26.0,-23.0
2841,26.0,-21.0
2842,26.0,-20.0
2843,26.0,-18.0
2844,26.0,-13.0
2845,26.0,-12.0
2846,26.0,-11.0
2847,26.0,-10.0
2848,26.0,-9.0
2849,26.0,-8.0
2850,26.0,-7.0
2851,26.0,-6.0
2852,26.0,-5.0
2853,26.0,-4.0
2854,26.0,-3.0
2855,26.0,5.0
2856,26.0,8.0
2857,26.0,11.0
2858,26.0,12.0
2859,26.0,13.0
2860,26.0,14.0
2861,26.0,41.0
2862,26.0,42.0
2863,26.0,44.0
2864,26.0,48.0
2865,26.0,49.0
2866,26.0,50.0
2867,26.0,51.0
2868,26.0,52.0
2869,26.0,54.0
2870,26.0,55.0
2871,26.0,56.0
2872,26.0,57.0
2873,26.0,58.0
2874,26.0,59.0
2875,27.0,-33.0
2876,27.0,-32.0
2877,27.0,-31.0
2878,27.0,-30.0
2879,27.0,-29.0
2880,27.0,-28.0
2881,27.0,-27.0
2882,27.0,-26.0
2883,27.0,-25.0
2884,27.0,-24.0
2885,27.0,-23.0
2886,27.0,-22.0
2887,27.0,-21.0
2888,27.0,-20.0
2889,27.0,-18.0
2890,27.0,-17.0
2891,27.0,-16.0
2892,27.0,-15.0
2893,27.0,-13.0
2894,27.0,-12.0
2895,27.0,-11.0
2896,27.0,-10.0
2897,27.0,-9.0
2898,27.0,-8.0
2899,27.0,-7.0
2900,27.0,-6.0
2901,27.0,-5.0
2902,27.0,4.0
2903,27.0,8.0
2904,27.0,9.0
2905,27.0,10.0
2906,27.0,11.0
2907,27.0,12.0
2908,27.0,13.0
2909,27.0,14.0
2910,27.0,37.0
2911,27.0,39.0
2912,27.0,40.0
2913,27.0,41.0
2914,27.0,42.0
2915,27.0,43.0
2916,27.0,44.0
2917,27.0,45.0
2918,27.0,47.0
2919,27.0,48.0
2920,27.0,50.0
2921,27.0,51.0
2922,27.0,52.0
2923,27.0,53.0
2924,27.0,55.0
2925,27.0,56.0
2926,28.0,-32.0
2927,28.0,-31.0
2928,28.0,-30.0
2929,28.0,-29.0
2930,28.0,-28.0
2931,28.0,-27.0
2932,28.0,-25.0
2933,28.0,-24.0
2934,28.0,-23.0
2935,28.0,-22.0
2936,28.0,-21.0
2937,28.0,-20.0
2938,28.0,-19.0
2939,28.0,-18.0
2940,28.0,-16.0
2941,28.0,-15.0
2942,28.0,-14.0
2943,28.0,-13.0
2944,28.0,-12.0
2945,28.0,-11.0
2946,28.0,-10.0
2947,28.0,-9.0
2948,28.0,-8.0
2949,28.0,-7.0
2950,28.0,-6.0
2951,28.0,-5.0
2952,28.0,-4.0
2953,28.0,4.0
2954,28.0,5.0
2955,28.0,7.0
2956,28.0,8.0
2957,28.0,9.0
2958,28.0,11.0
2959,28.0,12.0
2960,28.0,13.0
2961,28.0,14.0
2962,28.0,26.0
2963,28.0,27.0
2964,28.0,31.0
2965,28.0,38.0
2966,28.0,40.0
2967,28.0,42.0
2968,28.0,44.0
2969,28.0,45.0
2970,28.0,46.0
2971,28.0,47.0
2972,28.0,48.0
2973,28.0,49.0
2974,28.0,50.0
2975,28.0,51.0
2976,28.0,52.0
2977,28.0,53.0
2978,28.0,54.0
2979,28.0,56.0
2980,28.0,57.0
2981,28.0,58.0
2982,29.0,-32.0
2983,29.0,-31.0
2984,29.0,-30.0
2985,29.0,-29.0
2986,29.0,-28.0
2987,29.0,-27.0
2988,29.0,-26.0
2989,29.0,-25.0
2990,29.0,-24.0
2991,29.0,-23.0
2992,29.0,-22.0
2993,29.0,-21.0
2994,29.0,-20.0
2995,29.0,-19.0
2996,29.0,-18.0
2997,29.0,-17.0
2998,29.0,-16.0
2999,29.0,-15.0
3000,29.0,-14.0
3001,29.0,-13.0
3002,29.0,-12.0
3003,29.0,-11.0
3004,29.0,-10.0
3005,29.0,-9.0
3006,29.0,-8.0
3007,29.0,-7.0
3008,29.0,-6.0
3009,29.0,-4.0
3010,29.0,-3.0
3011,29.0,-1.0
3012,29.0,3.0
3013,29.0,4.0
3014,29.0,5.0
3015,29.0,7.0
3016,29.0,8.0
3017,29.0,9.0
3018,29.0,11.0
3019,29.0,12.0
3020,29.0,13.0
3021,29.0,26.0
3022,29.0,38.0
3023,29.0,39.0
3024,29.0,46.0
3025,29.0,47.0
3026,29.0,48.0
3027,29.0,49.0
3028,29.0,50.0
3029,29.0,51.0
3030,29.0,53.0
3031,29.0,55.0
3032,29.0,56.0
3033,29.0,57.0
3034,30.0,-31.0
3035,30.0,-30.0
3036,30.0,-29.0
3037,30.0,-28.0
3038,30.0,-27.0
3039,30.0,-26.0
3040,30.0,-25.0
3041,30.0,-22.0
3042,30.0,-21.0
3043,30.0,-20.0
3044,30.0,-19.0
3045,30.0,-18.0
3046,30.0,-17.0
3047,30.0,-16.0
3048,30.0,-15.0
3049,30.0,-13.0
3050,30.0,-9.0
3051,30.0,-8.0
3052,30.0,-6.0
3053,30.0,-5.0
3054,30.0,-4.0
3055,30.0,-3.0
3056,30.0,-2.0
3057,30.0,-1.0
3058,30.0,0.0
3059,30.0,1.0
3060,30.0,3.0
3061,30.0,4.0
3062,30.0,6.0
3063,30.0,7.0
3064,30.0,9.0
3065,30.0,10.0
3066,30.0,11.0
3067,30.0,12.0
3068,30.0,13.0
3069,30.0,14.0
3070,30.0,31.0
3071,30.0,37.0
3072,30.0,38.0
3073,30.0,39.0
3074,30.0,40.0
3075,30.0,41.0
3076,30.0,46.0
3077,30.0,47.0
3078,30.0,48.0
3079,30.0,49.0
3080,30.0,50.0
3081,30.0,51.0
3082,30.0,53.0
3083,30.0,54.0
3084,30.0,56.0
3085,30.0,58.0
3086,30.0,59.0
3087,31.0,-29.0
3088,31.0,-28.0
3089,31.0,-27.0
3090,31.0,-26.0
3091,31.0,-25.0
3092,31.0,-24.0
3093,31.0,-23.0
3094,31.0,-22.0
3095,31.0,-21.0
3096,31.0,-20.0
3097,31.0,-19.0
3098,31.0,-18.0
3099,31.0,-17.0
3100,31.0,-16.0
3101,31.0,-15.0
3102,31.0,-14.0
3103,31.0,-13.0
3104,31.0,-11.0
3105,31.0,-10.0
3106,31.0,-9.0
3107,31.0,-8.0
3108,31.0,-7.0
3109,31.0,-6.0
3110,31.0,-5.0
3111,31.0,-4.0
3112,31.0,-3.0
3113,31.0,-2.0
3114,31.0,-1.0
3115,31.0,0.0
3116,31.0,1.0
3117,31.0,2.0
3118,31.0,3.0
3119,31.0,4.0
3120,31.0,5.0
3121,31.0,6.0
3122,31.0,9.0
3123,31.0,11.0
3124,31.0,12.0
3125,31.0,13.0
3126,31.0,14.0
3127,31.0,15.0
3128,31.0,21.0
3129,31.0,27.0
3130,31.0,28.0
3131,31.0,29.0
3132,31.0,30.0
3133,31.0,31.0
3134,31.0,37.0
3135,31.0,38.0
3136,31.0,39.0
3137,31.0,40.0
3138,31.0,47.0
3139,31.0,48.0
3140,31.0,49.0
3141,31.0,50.0
3142,31.0,51.0
3143,31.0,54.0
3144,31.0,58.0
3145,32.0,-28.0
3146,32.0,-27.0
3147,32.0,-26.0
3148,32.0,-25.0
3149,32.0,-24.0
3150,32.0,-23.0
3151,32.0,-22.0
3152,32.0,-21.0
3153,32.0,-20.0
3154,32.0,-19.0
3155,32.0,-18.0
3156,32.0,-17.0
3157,32.0,-16.0
3158,32.0,-14.0
3159,32.0,-13.0
3160,32.0,-12.0
3161,32.0,-11.0
3162,32.0,-10.0
3163,32.0,-7.0
3164,32.0,-6.0
3165,32.0,-5.0
3166,32.0,-4.0
3167,32.0,-3.0
3168,32.0,0.0
3169,32.0,1.0
3170,32.0,2.0
3171,32.0,3.0
3172,32.0,4.0
3173,32.0,5.0
3174,32.0,7.0
3175,32.0,8.0
3176,32.0,9.0
3177,32.0,10.0
3178,32.0,11.0
3179,32.0,12.0
3180,32.0,13.0
3181,32.0,14.0
3182,32.0,15.0
3183,32.0,26.0
3184,32.0,31.0
3185,32.0,37.0
3186,32.0,38.0
3187,32.0,39.0
3188,32.0,40.0
3189,32.0,48.0
3190,32.0,49.0
3191,32.0,50.0
3192,32.0,51.0
3193,32.0,52.0
3194,32.0,53.0
3195,32.0,54.0
3196,32.0,55.0
3197,32.0,56.0
3198,32.0,59.0
3199,33.0,-25.0
3200,33.0,-24.0
3201,33.0,-19.0
3202,33.0,-18.0
3203,33.0,-17.0
3204,33.0,-16.0
3205,33.0,-15.0
3206,33.0,-14.0
3207,33.0,-13.0
3208,33.0,-12.0
3209,33.0,-11.0
3210,33.0,-10.0
3211,33.0,-9.0
3212,33.0,-8.0
3213,33.0,-6.0
3214,33.0,-5.0
3215,33.0,-4.0
3216,33.0,-3.0
3217,33.0,-2.0
3218,33.0,1.0
3219,33.0,2.0
3220,33.0,3.0
3221,33.0,8.0
3222,33.0,9.0
3223,33.0,10.0
3224,33.0,12.0
3225,33.0,13.0
3226,33.0,14.0
3227,33.0,15.0
3228,33.0,16.0
3229,33.0,21.0
3230,33.0,22.0
3231,33.0,24.0
3232,33.0,25.0
3233,33.0,26.0
3234,33.0,30.0
3235,33.0,31.0
3236,33.0,35.0
3237,33.0,38.0
3238,33.0,39.0
3239,33.0,40.0
3240,33.0,47.0
3241,33.0,48.0
3242,33.0,49.0
3243,33.0,50.0
3244,33.0,52.0
3245,33.0,53.0
3246,33.0,58.0
3247,33.0,59.0
3248,34.0,-25.0
3249,34.0,-24.0
3250,34.0,-22.0
3251,34.0,-21.0
3252,34.0,-20.0
3253,34.0,-19.0
3254,34.0,-18.0
3255,34.0,-17.0
3256,34.0,-16.0
3257,34.0,-15.0
3258,34.0,-14.0
3259,34.0,-13.0
3260,34.0,-12.0
3261,34.0,-9.0
3262,34.0,-6.0
3263,34.0,-5.0
3264,34.0,-4.0
3265,34.0,-3.0
3266,34.0,0.0
3267,34.0,1.0
3268,34.0,2.0
3269,34.0,3.0
3270,34.0,4.0
3271,34.0,7.0
3272,34.0,9.0
3273,34.0,10.0
3274,34.0,11.0
3275,34.0,12.0
3276,34.0,13.0
3277,34.0,14.0
3278,34.0,16.0
3279,34.0,18.0
3280,34.0,28.0
3281,34.0,29.0
3282,34.0,30.0
3283,34.0,31.0
3284,34.0,35.0
3285,34.0,37.0
3286,34.0,38.0
3287,34.0,39.0
3288,34.0,40.0
3289,34.0,41.0
3290,34.0,45.0
3291,34.0,46.0
3292,34.0,47.0
3293,34.0,48.0
3294,34.0,49.0
3295,34.0,50.0
3296,34.0,51.0
3297,34.0,53.0
3298,34.0,54.0
3299,34.0,55.0
3300,34.0,59.0
3301,35.0,-24.0
3302,35.0,-23.0
3303,35.0,-22.0
3304,35.0,-21.0
3305,35.0,-19.0
3306,35.0,-18.0
3307,35.0,-17.0
3308,35.0,-16.0
3309,35.0,-15.0
3310,35.0,-13.0
3311,35.0,-11.0
3312,35.0,-10.0
3313,35.0,-9.0
3314,35.0,-8.0
3315,35.0,-7.0
3316,35.0,-6.0
3317,35.0,-5.0
3318,35.0,-4.0
3319,35.0,-1.0
3320,35.0,1.0
3321,35.0,2.0
3322,35.0,3.0
3323,35.0,9.0
3324,35.0,10.0
3325,35.0,11.0
3326,35.0,13.0
3327,35.0,14.0
3328,35.0,15.0
3329,35.0,21.0
3330,35.0,30.0
3331,35.0,31.0
3332,35.0,32.0
3333,35.0,37.0
3334,35.0,38.0
3335,35.0,39.0
3336,35.0,40.0
3337,35.0,41.0
3338,35.0,42.0
3339,35.0,45.0
3340,35.0,47.0
3341,35.0,48.0
3342,35.0,49.0
3343,35.0,50.0
3344,35.0,51.0
3345,35.0,52.0
3346,35.0,53.0
3347,35.0,55.0
3348,35.0,57.0
3349,35.0,58.0
3350,35.0,59.0
3351,36.0,-18.0
3352,36.0,-17.0
3353,36.0,-16.0
3354,36.0,-15.0
3355,36.0,-14.0
3356,36.0,-13.0
3357,36.0,-11.0
3358,36.0,-9.0
3359,36.0,-8.0
3360,36.0,-7.0
3361,36.0,-6.0
3362,36.0,-5.0
3363,36.0,-4.0
3364,36.0,-3.0
3365,36.0,-2.0
3366,36.0,-1.0
3367,36.0,0.0
3368,36.0,1.0
3369,36.0,2.0
3370,36.0,3.0
3371,36.0,5.0
3372,36.0,6.0
3373,36.0,7.0
3374,36.0,9.0
3375,36.0,10.0
3376,36.0,11.0
3377,36.0,13.0
3378,36.0,14.0
3379,36.0,15.0
3380,36.0,16.0
3381,36.0,29.0
3382,36.0,30.0
3383,36.0,31.0
3384,36.0,33.0
3385,36.0,34.0
3386,36.0,35.0
3387,36.0,36.0
3388,36.0,37.0
3389,36.0,39.0
3390,36.0,40.0
3391,36.0,41.0
3392,36.0,47.0
3393,36.0,48.0
3394,36.0,49.0
3395,36.0,50.0
3396,36.0,51.0
3397,36.0,52.0
3398,36.0,53.0
3399,36.0,54.0
3400,36.0,55.0
3401,36.0,56.0
3402,36.0,57.0
3403,36.0,59.0
3404,37.0,-17.0
3405,37.0,-16.0
3406,37.0,-15.0
3407,37.0,-14.0
3408,37.0,-11.0
3409,37.0,-9.0
3410,37.0,-8.0
3411,37.0,-7.0
3412,37.0,-6.0
3413,37.0,-3.0
3414,37.0,-2.0
3415,37.0,-1.0
3416,37.0,0.0
3417,37.0,1.0
3418,37.0,2.0
3419,37.0,5.0
3420,37.0,6.0
3421,37.0,7.0
3422,37.0,9.0
3423,37.0,10.0
3424,37.0,11.0
3425,37.0,12.0
3426,37.0,13.0
3427,37.0,14.0
3428,37.0,15.0
3429,37.0,16.0
3430,37.0,20.0
3431,37.0,21.0
3432,37.0,26.0
3433,37.0,32.0
3434,37.0,33.0
3435,37.0,34.0
3436,37.0,35.0
3437,37.0,36.0
3438,37.0,37.0
3439,37.0,39.0
3440,37.0,40.0
3441,37.0,47.0
3442,37.0,48.0
3443,37.0,49.0
3444,37.0,50.0
3445,37.0,51.0
3446,37.0,52.0
3447,37.0,53.0
3448,37.0,56.0
3449,37.0,58.0
3450,38.0,-17.0
3451,38.0,-16.0
3452,38.0,-15.0
3453,38.0,-14.0
3454,38.0,-11.0
3455,38.0,-10.0
3456,38.0,-8.0
3457,38.0,-7.0
3458,38.0,-6.0
3459,38.0,-5.0
3460,38.0,-4.0
3461,38.0,-3.0
3462,38.0,-2.0
3463,38.0,-1.0
3464,38.0,0.0
3465,38.0,2.0
3466,38.0,4.0
3467,38.0,5.0
3468,38.0,6.0
3469,38.0,7.0
3470,38.0,8.0
3471,38.0,9.0
3472,38.0,12.0
3473,38.0,13.0
3474,38.0,14.0
3475,38.0,15.0
3476,38.0,16.0
3477,38.0,17.0
3478,38.0,18.0
3479,38.0,25.0
3480,38.0,26.0
3481,38.0,27.0
3482,38.0,29.0
3483,38.0,34.0
3484,38.0,35.0
3485,38.0,36.0
3486,38.0,37.0
3487,38.0,38.0
3488,38.0,39.0
3489,38.0,40.0
3490,38.0,45.0
3491,38.0,46.0
3492,38.0,48.0
3493,38.0,49.0
3494,38.0,50.0
3495,38.0,51.0
3496,38.0,52.0
3497,38.0,53.0
3498,38.0,54.0
3499,38.0,58.0
3500,39.0,-17.0
3501,39.0,-16.0
3502,39.0,-15.0
3503,39.0,-14.0
3504,39.0,-13.0
3505,39.0,-12.0
3506,39.0,-11.0
3507,39.0,-10.0
3508,39.0,-9.0
3509,39.0,-8.0
3510,39.0,-7.0
3511,39.0,-5.0
3512,39.0,-4.0
3513,39.0,-3.0
3514,39.0,-1.0
3515,39.0,0.0
3516,39.0,1.0
3517,39.0,2.0
3518,39.0,3.0
3519,39.0,4.0
3520,39.0,5.0
3521,39.0,6.0
3522,39.0,7.0
3523,39.0,8.0
3524,39.0,9.0
3525,39.0,12.0
3526,39.0,13.0
3527,39.0,14.0
3528,39.0,15.0
3529,39.0,16.0
3530,39.0,23.0
3531,39.0,25.0
3532,39.0,35.0
3533,39.0,36.0
3534,39.0,37.0
3535,39.0,38.0
3536,39.0,39.0
3537,39.0,40.0
3538,39.0,45.0
3539,39.0,46.0
3540,39.0,48.0
3541,39.0,49.0
3542,39.0,50.0
3543,39.0,51.0
3544,39.0,52.0
3545,39.0,53.0
3546,39.0,54.0
3547,39.0,55.0
3548,39.0,56.0
3549,39.0,57.0
3550,39.0,58.0
3551,39.0,59.0
3552,40.0,-16.0
3553,40.0,-15.0
3554,40.0,-14.0
3555,40.0,-13.0
3556,40.0,-12.0
3557,40.0,-11.0
3558,40.0,-3.0
3559,40.0,-2.0
3560,40.0,-1.0
3561,40.0,0.0
3562,40.0,1.0
3563,40.0,2.0
3564,40.0,3.0
3565,40.0,4.0
3566,40.0,6.0
3567,40.0,7.0
3568,40.0,9.0
3569,40.0,10.0
3570,40.0,12.0
3571,40.0,13.0
3572,40.0,15.0
3573,40.0,22.0
3574,40.0,23.0
3575,40.0,24.0
3576,40.0,25.0
3577,40.0,26.0
3578,40.0,27.0
3579,40.0,30.0
3580,40.0,33.0
3581,40.0,35.0
3582,40.0,36.0
3583,40.0,37.0
3584,40.0,38.0
3585,40.0,39.0
3586,40.0,40.0
3587,40.0,45.0
3588,40.0,46.0
3589,40.0,47.0
3590,40.0,48.0
3591,40.0,49.0
3592,40.0,50.0
3593,40.0,51.0
3594,40.0,52.0
3595,40.0,53.0
3596,40.0,54.0
3597,40.0,56.0
3598,40.0,57.0
3599,40.0,58.0
3600,40.0,59.0
3601,41.0,-2.0
3602,41.0,-1.0
3603,41.0,0.0
3604,41.0,1.0
3605,41.0,3.0
3606,41.0,4.0
3607,41.0,5.0
3608,41.0,7.0
3609,41.0,9.0
3610,41.0,10.0
3611,41.0,11.0
3612,41.0,12.0
3613,41.0,13.0
3614,41.0,21.0
3615,41.0,23.0
3616,41.0,24.0
3617,41.0,26.0
3618,41.0,27.0
3619,41.0,28.0
3620,41.0,31.0
3621,41.0,35.0
3622,41.0,36.0
3623,41.0,37.0
3624,41.0,38.0
3625,41.0,39.0
3626,41.0,40.0
3627,41.0,43.0
3628,41.0,44.0
3629,41.0,45.0
3630,41.0,46.0
3631,41.0,47.0
3632,41.0,48.0
3633,41.0,49.0
3634,41.0,50.0
3635,41.0,51.0
3636,41.0,52.0
3637,41.0,53.0
3638,42.0,1.0
3639,42.0,2.0
3640,42.0,3.0
3641,42.0,4.0
3642,42.0,5.0
3643,42.0,6.0
3644,42.0,7.0
3645,42.0,8.0
3646,42.0,9.0
3647,42.0,10.0
3648,42.0,11.0
3649,42.0,12.0
3650,42.0,18.0
3651,42.0,20.0
3652,42.0,22.0
3653,42.0,26.0
3654,42.0,27.0
3655,42.0,28.0
3656,42.0,36.0
3657,42.0,37.0
3658,42.0,39.0
3659,42.0,40.0
3660,42.0,41.0
3661,42.0,42.0
3662,42.0,44.0
3663,42.0,45.0
3664,42.0,46.0
3665,42.0,47.0
3666,42.0,48.0
3667,42.0,49.0
3668,42.0,50.0
3669,42.0,51.0
3670,42.0,52.0
3671,42.0,53.0
3672,42.0,55.0
3673,42.0,56.0
3674,42.0,58.0
3675,43.0,1.0
3676,43.0,2.0
3677,43.0,3.0
3678,43.0,4.0
3679,43.0,5.0
3680,43.0,6.0
3681,43.0,7.0
3682,43.0,8.0
3683,43.0,9.0
3684,43.0,10.0
3685,43.0,11.0
3686,43.0,15.0
3687,43.0,16.0
3688,43.0,17.0
3689,43.0,19.0
3690,43.0,24.0
3691,43.0,25.0
3692,43.0,26.0
3693,43.0,27.0
3694,43.0,30.0
3695,43.0,34.0
3696,43.0,35.0
3697,43.0,36.0
3698,43.0,37.0
3699,43.0,39.0
3700,43.0,40.0
3701,43.0,41.0
3702,43.0,44.0
3703,43.0,45.0
3704,43.0,46.0
3705,43.0,47.0
3706,43.0,48.0
3707,43.0,49.0
3708,43.0,50.0
3709,43.0,51.0
3710,43.0,52.0
3711,43.0,53.0
3712,43.0,54.0
3713,43.0,57.0
3714,43.0,58.0
3715,43.0,59.0
3716,44.0,-24.0
3717,44.0,-23.0
3718,44.0,-22.0
3719,44.0,-21.0
3720,44.0,2.0
3721,44.0,3.0
3722,44.0,4.0
3723,44.0,5.0
3724,44.0,6.0
3725,44.0,7.0
3726,44.0,8.0
3727,44.0,9.0
3728,44.0,10.0
3729,44.0,13.0
3730,44.0,16.0
3731,44.0,17.0
3732,44.0,18.0
3733,44.0,25.0
3734,44.0,26.0
3735,44.0,27.0
3736,44.0,32.0
3737,44.0,33.0
3738,44.0,34.0
3739,44.0,35.0
3740,44.0,36.0
3741,44.0,38.0
3742,44.0,39.0
3743,44.0,40.0
3744,44.0,42.0
3745,44.0,44.0
3746,44.0,45.0
3747,44.0,46.0
3748,44.0,47.0
3749,44.0,48.0
