,Longitude,Latitude
1341,-53.0,-25.0
1342,-53.0,-24.0
1343,-53.0,-23.0
1344,-53.0,-22.0
1345,-53.0,-19.0
1346,-53.0,-18.0
1347,-53.0,-17.0
1348,-53.0,-16.0
1349,-53.0,-15.0
1350,-53.0,-14.0
1351,-53.0,-2.0
1352,-53.0,48.0
1353,-52.0,-32.0
1354,-52.0,-31.0
1355,-52.0,-30.0
1356,-52.0,-29.0
1357,-52.0,-28.0
1358,-52.0,-25.0
1359,-52.0,-24.0
1360,-52.0,-23.0
1361,-52.0,-22.0
1362,-52.0,-21.0
1363,-52.0,-20.0
1364,-52.0,-19.0
1365,-52.0,-18.0
1366,-52.0,-17.0
1367,-52.0,-16.0
1368,-52.0,-15.0
1369,-52.0,-14.0
1370,-52.0,-13.0
1371,-52.0,-12.0
1372,-52.0,-11.0
1373,-52.0,-10.0
1374,-52.0,-7.0
1375,-52.0,-3.0
1376,-52.0,-1.0
1377,-51.0,-30.0
1378,-51.0,-29.0
1379,-51.0,-27.0
1380,-51.0,-25.0
1381,-51.0,-24.0
1382,-51.0,-23.0
1383,-51.0,-22.0
1384,-51.0,-21.0
1385,-51.0,-20.0
1386,-51.0,-19.0
1387,-51.0,-18.0
1388,-51.0,-17.0
1389,-51.0,-16.0
1390,-51.0,-15.0
1391,-51.0,-10.0
1392,-51.0,-9.0
1393,-51.0,-8.0
1394,-51.0,1.0
1395,-50.0,-29.0
1396,-50.0,-28.0
1397,-50.0,-27.0
1398,-50.0,-26.0
1399,-50.0,-25.0
1400,-50.0,-24.0
1401,-50.0,-23.0
1402,-50.0,-22.0
1403,-50.0,-21.0
1404,-50.0,-20.0
1405,-50.0,-19.0
1406,-50.0,-18.0
1407,-50.0,-17.0
1408,-50.0,-16.0
1409,-50.0,-15.0
1410,-50.0,-14.0
1411,-50.0,-13.0
1412,-50.0,-12.0
1413,-50.0,-11.0
1414,-50.0,-10.0
1415,-50.0,-9.0
1416,-50.0,-8.0
1417,-50.0,-7.0
1418,-50.0,-5.0
1419,-50.0,0.0
1420,-49.0,-23.0
1421,-49.0,-22.0
1422,-49.0,-21.0
1423,-49.0,-20.0
1424,-49.0,-19.0
1425,-49.0,-18.0
1426,-49.0,-17.0
1427,-49.0,-16.0
1428,-49.0,-15.0
1429,-49.0,-14.0
1430,-49.0,-13.0
1431,-49.0,-12.0
1432,-49.0,-11.0
1433,-49.0,-10.0
1434,-49.0,-9.0
1435,-49.0,-8.0
1436,-49.0,-6.0
1437,-49.0,-3.0
1438,-49.0,-1.0
1439,-48.0,-25.0
1440,-48.0,-24.0
1441,-48.0,-23.0
1442,-48.0,-22.0
1443,-48.0,-21.0
1444,-48.0,-20.0
1445,-48.0,-19.0
1446,-48.0,-18.0
1447,-48.0,-17.0
1448,-48.0,-15.0
1449,-48.0,-14.0
1450,-48.0,-12.0
1451,-48.0,-11.0
1452,-48.0,-10.0
1453,-48.0,-9.0
1454,-48.0,-8.0
1455,-48.0,-7.0
1456,-48.0,-6.0
1457,-48.0,-5.0
1458,-48.0,-4.0
1459,-48.0,-2.0
1460,-48.0,-1.0
1461,-47.0,-23.0
1462,-47.0,-22.0
1463,-47.0,-21.0
1464,-47.0,-20.0
1465,-47.0,-19.0
1466,-47.0,-18.0
1467,-47.0,-17.0
1468,-47.0,-16.0
1469,-47.0,-15.0
1470,-47.0,-14.0
1471,-47.0,-13.0
1472,-47.0,-12.0
1473,-47.0,-9.0
1474,-47.0,-8.0
1475,-47.0,-7.0
1476,-47.0,-6.0
1477,-47.0,-5.0
1478,-47.0,-4.0
1479,-47.0,-3.0
1480,-47.0,-2.0
1481,-47.0,-1.0
1482,-46.0,-22.0
1483,-46.0,-21.0
1484,-46.0,-20.0
1485,-46.0,-19.0
1486,-46.0,-18.0
1487,-46.0,-17.0
1488,-46.0,-16.0
1489,-46.0,-15.0
1490,-46.0,-14.0
1491,-46.0,-13.0
1492,-46.0,-12.0
1493,-46.0,-10.0
1494,-46.0,-9.0
1495,-46.0,-8.0
1496,-46.0,-7.0
1497,-46.0,-6.0
1498,-46.0,-5.0
1499,-46.0,-4.0
1500,-46.0,-2.0
1501,-45.0,-23.0
1502,-45.0,-22.0
1503,-45.0,-21.0
1504,-45.0,-20.0
1505,-45.0,-19.0
1506,-45.0,-18.0
1507,-45.0,-17.0
1508,-45.0,-16.0
1509,-45.0,-12.0
1510,-45.0,-11.0
1511,-45.0,-10.0
1512,-45.0,-8.0
1513,-45.0,-7.0
1514,-45.0,-6.0
1515,-45.0,-5.0
1516,-45.0,-4.0
1517,-45.0,-3.0
1518,-44.0,-21.0
1519,-44.0,-20.0
1520,-44.0,-19.0
1521,-44.0,-18.0
1522,-44.0,-17.0
1523,-44.0,-16.0
1524,-44.0,-15.0
1525,-44.0,-14.0
1526,-44.0,-13.0
1527,-44.0,-12.0
1528,-44.0,-11.0
1529,-44.0,-10.0
1530,-44.0,-9.0
1531,-44.0,-8.0
1532,-44.0,-7.0
1533,-44.0,-6.0
1534,-44.0,-5.0
1535,-44.0,-3.0
1536,-43.0,-22.0
1537,-43.0,-21.0
1538,-43.0,-20.0
1539,-43.0,-19.0
1540,-43.0,-18.0
1541,-43.0,-16.0
1542,-43.0,-15.0
1543,-43.0,-14.0
1544,-43.0,-13.0
1545,-43.0,-12.0
1546,-43.0,-11.0
1547,-43.0,-10.0
1548,-43.0,-9.0
1549,-43.0,-8.0
1550,-43.0,-7.0
1551,-43.0,-6.0
1552,-43.0,-5.0
1553,-43.0,-4.0
1554,-43.0,-3.0
1555,-42.0,-21.0
1556,-42.0,-20.0
1557,-42.0,-19.0
1558,-42.0,-18.0
1559,-42.0,-17.0
1560,-42.0,-16.0
1561,-42.0,-15.0
1562,-42.0,-14.0
1563,-42.0,-13.0
1564,-42.0,-12.0
1565,-42.0,-11.0
1566,-42.0,-10.0
1567,-42.0,-9.0
1568,-42.0,-8.0
1569,-42.0,-7.0
1570,-42.0,-6.0
1571,-42.0,-5.0
1572,-42.0,-4.0
1573,-42.0,-3.0
1574,-41.0,-22.0
1575,-41.0,-21.0
1576,-41.0,-20.0
1577,-41.0,-18.0
1578,-41.0,-17.0
1579,-41.0,-16.0
1580,-41.0,-15.0
1581,-41.0,-14.0
1582,-41.0,-13.0
1583,-41.0,-12.0
1584,-41.0,-11.0
1585,-41.0,-10.0
1586,-41.0,-9.0
1587,-41.0,-8.0
1588,-41.0,-7.0
1589,-41.0,-6.0
1590,-41.0,-5.0
1591,-41.0,-4.0
1592,-41.0,-3.0
1593,-40.0,-18.0
1594,-40.0,-17.0
1595,-40.0,-16.0
1596,-40.0,-15.0
1597,-40.0,-14.0
1598,-40.0,-13.0
1599,-40.0,-12.0
1600,-40.0,-11.0
1601,-40.0,-10.0
1602,-40.0,-9.0
1603,-40.0,-8.0
1604,-40.0,-7.0
1605,-40.0,-6.0
1606,-40.0,-5.0
1607,-40.0,-4.0
1608,-40.0,-3.0
1609,-39.0,-16.0
1610,-39.0,-15.0
1611,-39.0,-14.0
1612,-39.0,-13.0
1613,-39.0,-12.0
1614,-39.0,-11.0
1615,-39.0,-10.0
1616,-39.0,-9.0
1617,-39.0,-8.0
1618,-39.0,-7.0
1619,-39.0,-6.0
1620,-39.0,-5.0
1621,-39.0,-4.0
1622,-38.0,-12.0
1623,-38.0,-11.0
1624,-38.0,-10.0
1625,-38.0,-9.0
1626,-38.0,-8.0
1627,-38.0,-7.0
1628,-38.0,-6.0
1629,-38.0,-5.0
1630,-37.0,-10.0
1631,-37.0,-9.0
1632,-37.0,-8.0
1633,-37.0,-7.0
1634,-37.0,-6.0
1635,-37.0,-5.0
1636,-36.0,-9.0
1637,-36.0,-8.0
1638,-36.0,-7.0
1639,-36.0,-6.0
1640,-35.0,-8.0
1641,-35.0,-7.0
1642,-17.0,15.0
1643,-16.0,12.0
1644,-16.0,13.0
1645,-16.0,14.0
1646,-16.0,15.0
1647,-16.0,17.0
1648,-16.0,18.0
1649,-16.0,19.0
1650,-15.0,11.0
1651,-15.0,12.0
1652,-15.0,13.0
1653,-15.0,14.0
1654,-15.0,15.0
1655,-15.0,17.0
1656,-14.0,10.0
1657,-14.0,11.0
1658,-14.0,12.0
1659,-14.0,13.0
1660,-14.0,14.0
1661,-14.0,16.0
1662,-14.0,17.0
1663,-13.0,9.0
1664,-13.0,10.0
1665,-13.0,12.0
1666,-13.0,13.0
1667,-13.0,14.0
1668,-13.0,15.0
1669,-13.0,16.0
1670,-13.0,17.0
1671,-13.0,20.0
1672,-13.0,27.0
1673,-12.0,8.0
1674,-12.0,9.0
1675,-12.0,10.0
1676,-12.0,11.0
1677,-12.0,12.0
1678,-12.0,13.0
1679,-12.0,15.0
1680,-12.0,16.0
1681,-12.0,17.0
1682,-12.0,18.0
1683,-12.0,28.0
1684,-11.0,7.0
1685,-11.0,8.0
1686,-11.0,9.0
1687,-11.0,10.0
1688,-11.0,11.0
1689,-11.0,12.0
1690,-11.0,13.0
1691,-11.0,14.0
1692,-11.0,15.0
1693,-11.0,16.0
1694,-11.0,28.0
1695,-10.0,6.0
1696,-10.0,7.0
1697,-10.0,8.0
1698,-10.0,9.0
1699,-10.0,10.0
1700,-10.0,11.0
1701,-10.0,12.0
1702,-10.0,13.0
1703,-10.0,14.0
1704,-10.0,15.0
1705,-10.0,16.0
1706,-10.0,17.0
1707,-10.0,29.0
1708,-10.0,52.0
1709,-10.0,54.0
1710,-9.0,5.0
1711,-9.0,6.0
1712,-9.0,7.0
1713,-9.0,8.0
1714,-9.0,9.0
1715,-9.0,10.0
1716,-9.0,11.0
1717,-9.0,12.0
1718,-9.0,13.0
1719,-9.0,15.0
1720,-9.0,16.0
1721,-9.0,29.0
1722,-9.0,30.0
1723,-9.0,31.0
1724,-9.0,32.0
1725,-9.0,39.0
1726,-9.0,43.0
1727,-9.0,52.0
1728,-9.0,53.0
1729,-9.0,54.0
1730,-8.0,5.0
1731,-8.0,6.0
1732,-8.0,7.0
1733,-8.0,8.0
1734,-8.0,9.0
1735,-8.0,10.0
1736,-8.0,11.0
1737,-8.0,12.0
1738,-8.0,13.0
1739,-8.0,14.0
1740,-8.0,15.0
1741,-8.0,16.0
1742,-8.0,30.0
1743,-8.0,32.0
1744,-8.0,33.0
1745,-8.0,38.0
1746,-8.0,39.0
1747,-8.0,40.0
1748,-8.0,41.0
1749,-8.0,42.0
1750,-8.0,43.0
1751,-8.0,54.0
1752,-8.0,55.0
1753,-7.0,5.0
1754,-7.0,7.0
1755,-7.0,8.0
1756,-7.0,9.0
1757,-7.0,10.0
1758,-7.0,11.0
1759,-7.0,12.0
1760,-7.0,13.0
1761,-7.0,14.0
1762,-7.0,15.0
1763,-7.0,16.0
1764,-7.0,30.0
1765,-7.0,31.0
1766,-7.0,32.0
1767,-7.0,33.0
1768,-7.0,38.0
1769,-7.0,39.0
1770,-7.0,40.0
1771,-7.0,41.0
1772,-7.0,42.0
1773,-7.0,43.0
1774,-7.0,53.0
1775,-7.0,54.0
1776,-7.0,55.0
1777,-6.0,5.0
1778,-6.0,6.0
1779,-6.0,7.0
1780,-6.0,8.0
1781,-6.0,9.0
1782,-6.0,10.0
1783,-6.0,11.0
1784,-6.0,12.0
1785,-6.0,13.0
1786,-6.0,14.0
1787,-6.0,15.0
1788,-6.0,16.0
1789,-6.0,30.0
1790,-6.0,32.0
1791,-6.0,33.0
1792,-6.0,34.0
1793,-6.0,35.0
1794,-6.0,37.0
1795,-6.0,38.0
1796,-6.0,39.0
1797,-6.0,40.0
1798,-6.0,41.0
1799,-6.0,42.0
1800,-6.0,43.0
1801,-6.0,55.0
1802,-6.0,56.0
1803,-5.0,6.0
1804,-5.0,7.0
1805,-5.0,8.0
1806,-5.0,9.0
1807,-5.0,10.0
1808,-5.0,11.0
1809,-5.0,12.0
1810,-5.0,13.0
1811,-5.0,14.0
1812,-5.0,15.0
1813,-5.0,31.0
1814,-5.0,32.0
1815,-5.0,33.0
1816,-5.0,35.0
1817,-5.0,37.0
1818,-5.0,38.0
1819,-5.0,39.0
1820,-5.0,40.0
1821,-5.0,41.0
1822,-5.0,42.0
1823,-5.0,43.0
1824,-5.0,52.0
1825,-5.0,57.0
1826,-5.0,58.0
1827,-4.0,6.0
1828,-4.0,7.0
1829,-4.0,8.0
1830,-4.0,9.0
1831,-4.0,10.0
1832,-4.0,11.0
1833,-4.0,12.0
1834,-4.0,13.0
1835,-4.0,14.0
1836,-4.0,15.0
1837,-4.0,16.0
1838,-4.0,24.0
1839,-4.0,31.0
1840,-4.0,32.0
1841,-4.0,33.0
1842,-4.0,34.0
1843,-4.0,35.0
1844,-4.0,37.0
1845,-4.0,38.0
1846,-4.0,39.0
1847,-4.0,40.0
1848,-4.0,41.0
1849,-4.0,42.0
1850,-4.0,43.0
1851,-4.0,48.0
1852,-4.0,51.0
1853,-4.0,52.0
1854,-4.0,53.0
1855,-4.0,55.0
1856,-4.0,56.0
1857,-4.0,57.0
1858,-3.0,6.0
1859,-3.0,7.0
1860,-3.0,8.0
1861,-3.0,9.0
1862,-3.0,10.0
1863,-3.0,11.0
1864,-3.0,12.0
1865,-3.0,13.0
1866,-3.0,14.0
1867,-3.0,15.0
1868,-3.0,16.0
1869,-3.0,17.0
1870,-3.0,31.0
1871,-3.0,32.0
1872,-3.0,35.0
1873,-3.0,37.0
1874,-3.0,39.0
1875,-3.0,40.0
1876,-3.0,41.0
1877,-3.0,43.0
1878,-3.0,48.0
1879,-3.0,51.0
1880,-3.0,52.0
1881,-3.0,53.0
1882,-3.0,55.0
1883,-3.0,59.0
1884,-2.0,5.0
1885,-2.0,6.0
1886,-2.0,7.0
1887,-2.0,8.0
1888,-2.0,9.0
1889,-2.0,10.0
1890,-2.0,11.0
1891,-2.0,12.0
1892,-2.0,13.0
1893,-2.0,14.0
1894,-2.0,15.0
1895,-2.0,17.0
1896,-2.0,30.0
1897,-2.0,31.0
1898,-2.0,32.0
1899,-2.0,33.0
1900,-2.0,34.0
1901,-2.0,35.0
1902,-2.0,37.0
1903,-2.0,38.0
1904,-2.0,39.0
1905,-2.0,40.0
1906,-2.0,41.0
1907,-2.0,42.0
1908,-2.0,47.0
1909,-2.0,48.0
1910,-2.0,51.0
1911,-2.0,52.0
1912,-2.0,53.0
1913,-2.0,54.0
1914,-2.0,55.0
1915,-1.0,6.0
1916,-1.0,7.0
1917,-1.0,8.0
1918,-1.0,9.0
1919,-1.0,10.0
1920,-1.0,11.0
1921,-1.0,12.0
1922,-1.0,13.0
1923,-1.0,14.0
1924,-1.0,17.0
1925,-1.0,18.0
1926,-1.0,19.0
1927,-1.0,29.0
1928,-1.0,32.0
1929,-1.0,33.0
1930,-1.0,34.0
1931,-1.0,35.0
1932,-1.0,38.0
1933,-1.0,39.0
1934,-1.0,40.0
1935,-1.0,41.0
1936,-1.0,42.0
1937,-1.0,44.0
1938,-1.0,46.0
1939,-1.0,47.0
1940,-1.0,48.0
1941,-1.0,49.0
1942,-1.0,51.0
1943,-1.0,52.0
1944,-1.0,53.0
1945,-1.0,54.0
1946,0.0,6.0
1947,0.0,7.0
1948,0.0,8.0
1949,0.0,9.0
1950,0.0,10.0
1951,0.0,11.0
1952,0.0,12.0
1953,0.0,13.0
1954,0.0,14.0
1955,0.0,15.0
1956,0.0,16.0
1957,0.0,27.0
1958,0.0,28.0
1959,0.0,29.0
1960,0.0,33.0
1961,0.0,34.0
1962,0.0,35.0
1963,0.0,40.0
1964,0.0,41.0
1965,0.0,42.0
1966,0.0,44.0
1967,0.0,45.0
1968,0.0,46.0
1969,0.0,47.0
1970,0.0,48.0
1971,0.0,49.0
1972,0.0,51.0
1973,0.0,52.0
1974,0.0,53.0
1975,1.0,6.0
1976,1.0,7.0
1977,1.0,8.0
1978,1.0,9.0
1979,1.0,10.0
1980,1.0,11.0
1981,1.0,12.0
1982,1.0,13.0
1983,1.0,14.0
1984,1.0,15.0
1985,1.0,16.0
1986,1.0,20.0
1987,1.0,33.0
1988,1.0,34.0
1989,1.0,35.0
1990,1.0,36.0
1991,1.0,42.0
1992,1.0,44.0
1993,1.0,45.0
1994,1.0,47.0
1995,1.0,48.0
1996,1.0,49.0
1997,1.0,52.0
1998,2.0,7.0
1999,2.0,8.0
2000,2.0,9.0
2001,2.0,10.0
2002,2.0,11.0
2003,2.0,12.0
2004,2.0,13.0
2005,2.0,14.0
2006,2.0,15.0
2007,2.0,16.0
2008,2.0,27.0
2009,2.0,34.0
2010,2.0,36.0
2011,2.0,42.0
2012,2.0,43.0
2013,2.0,44.0
2014,2.0,45.0
2015,2.0,46.0
2016,2.0,47.0
2017,2.0,49.0
2018,2.0,50.0
2019,2.0,51.0
2020,3.0,7.0
2021,3.0,8.0
2022,3.0,9.0
2023,3.0,10.0
2024,3.0,11.0
2025,3.0,12.0
2026,3.0,13.0
2027,3.0,14.0
2028,3.0,15.0
2029,3.0,33.0
2030,3.0,34.0
2031,3.0,35.0
2032,3.0,36.0
2033,3.0,42.0
2034,3.0,43.0
2035,3.0,45.0
2036,3.0,46.0
2037,3.0,47.0
2038,3.0,48.0
2039,3.0,49.0
2040,3.0,50.0
2041,3.0,51.0
2042,4.0,7.0
2043,4.0,8.0
2044,4.0,9.0
2045,4.0,10.0
2046,4.0,11.0
2047,4.0,12.0
2048,4.0,13.0
2049,4.0,14.0
2050,4.0,15.0
2051,4.0,32.0
2052,4.0,33.0
2053,4.0,35.0
2054,4.0,36.0
2055,4.0,40.0
2056,4.0,44.0
2057,4.0,45.0
2058,4.0,46.0
2059,4.0,48.0
2060,4.0,49.0
2061,4.0,50.0
2062,4.0,51.0
2063,5.0,6.0
2064,5.0,7.0
2065,5.0,8.0
2066,5.0,9.0
2067,5.0,10.0
2068,5.0,11.0
2069,5.0,12.0
2070,5.0,13.0
2071,5.0,14.0
2072,5.0,15.0
2073,5.0,23.0
2074,5.0,24.0
2075,5.0,32.0
2076,5.0,34.0
2077,5.0,35.0
2078,5.0,36.0
2079,5.0,44.0
2080,5.0,45.0
2081,5.0,46.0
2082,5.0,47.0
2083,5.0,49.0
2084,5.0,51.0
2085,5.0,52.0
2086,6.0,5.0
2087,6.0,6.0
2088,6.0,7.0
2089,6.0,8.0
2090,6.0,9.0
2091,6.0,10.0
2092,6.0,11.0
2093,6.0,12.0
2094,6.0,13.0
2095,6.0,14.0
2096,6.0,15.0
2097,6.0,24.0
2098,6.0,31.0
2099,6.0,32.0
2100,6.0,33.0
2101,6.0,34.0
2102,6.0,35.0
2103,6.0,36.0
2104,6.0,44.0
2105,6.0,46.0
2106,6.0,49.0
2107,6.0,50.0
2108,6.0,51.0
2109,6.0,52.0
2110,6.0,53.0
2111,7.0,5.0
2112,7.0,6.0
2113,7.0,7.0
2114,7.0,8.0
2115,7.0,9.0
2116,7.0,10.0
2117,7.0,11.0
2118,7.0,12.0
2119,7.0,13.0
2120,7.0,14.0
2121,7.0,15.0
2122,7.0,17.0
2123,7.0,20.0
2124,7.0,28.0
2125,7.0,36.0
2126,7.0,47.0
2127,7.0,49.0
2128,7.0,50.0
2129,7.0,51.0
2130,7.0,52.0
2131,7.0,53.0
2132,7.0,58.0
2133,8.0,5.0
2134,8.0,6.0
2135,8.0,7.0
2136,8.0,8.0
2137,8.0,9.0
2138,8.0,10.0
2139,8.0,11.0
2140,8.0,12.0
2141,8.0,13.0
2142,8.0,14.0
2143,8.0,15.0
2144,8.0,17.0
2145,8.0,18.0
2146,8.0,19.0
2147,8.0,34.0
2148,8.0,35.0
2149,8.0,36.0
2150,8.0,44.0
2151,8.0,45.0
2152,8.0,49.0
2153,8.0,52.0
2154,8.0,53.0
2155,8.0,59.0
2156,9.0,5.0
2157,9.0,6.0
2158,9.0,7.0
2159,9.0,8.0
2160,9.0,9.0
2161,9.0,10.0
2162,9.0,11.0
2163,9.0,12.0
2164,9.0,13.0
2165,9.0,14.0
2166,9.0,15.0
2167,9.0,34.0
2168,9.0,35.0
2169,9.0,36.0
2170,9.0,37.0
2171,9.0,39.0
2172,9.0,40.0
2173,9.0,41.0
2174,9.0,42.0
2175,9.0,48.0
2176,9.0,49.0
2177,9.0,52.0
2178,9.0,53.0
2179,9.0,54.0
2180,9.0,55.0
2181,9.0,56.0
2182,10.0,-1.0
2183,10.0,0.0
2184,10.0,1.0
2185,10.0,2.0
2186,10.0,3.0
2187,10.0,4.0
2188,10.0,5.0
2189,10.0,6.0
2190,10.0,8.0
2191,10.0,9.0
2192,10.0,10.0
2193,10.0,11.0
2194,10.0,12.0
2195,10.0,13.0
2196,10.0,14.0
2197,10.0,15.0
2198,10.0,25.0
2199,10.0,28.0
2200,10.0,34.0
2201,10.0,35.0
2202,10.0,36.0
2203,10.0,37.0
2204,10.0,45.0
2205,10.0,48.0
2206,10.0,50.0
2207,10.0,51.0
2208,10.0,52.0
2209,10.0,56.0
2210,10.0,57.0
2211,10.0,59.0
2212,11.0,-3.0
2213,11.0,-2.0
2214,11.0,0.0
2215,11.0,1.0
2216,11.0,4.0
2217,11.0,5.0
2218,11.0,6.0
2219,11.0,7.0
2220,11.0,8.0
2221,11.0,9.0
2222,11.0,10.0
2223,11.0,11.0
2224,11.0,12.0
2225,11.0,13.0
2226,11.0,14.0
2227,11.0,32.0
2228,11.0,33.0
2229,11.0,37.0
2230,11.0,43.0
2231,11.0,45.0
2232,11.0,48.0
2233,11.0,49.0
2234,11.0,50.0
2235,11.0,52.0
2236,11.0,53.0
2237,11.0,54.0
2238,12.0,-16.0
2239,12.0,-3.0
2240,12.0,-2.0
2241,12.0,0.0
2242,12.0,2.0
2243,12.0,5.0
2244,12.0,7.0
2245,12.0,8.0
2246,12.0,9.0
2247,12.0,10.0
2248,12.0,11.0
2249,12.0,12.0
2250,12.0,13.0
2251,12.0,14.0
2252,12.0,32.0
2253,12.0,42.0
2254,12.0,43.0
2255,12.0,44.0
2256,12.0,45.0
2257,12.0,48.0
2258,12.0,51.0
2259,12.0,52.0
2260,12.0,53.0
2261,12.0,54.0
2262,12.0,55.0
2263,13.0,-15.0
2264,13.0,-14.0
2265,13.0,-13.0
2266,13.0,-7.0
2267,13.0,-6.0
2268,13.0,-4.0
2269,13.0,-3.0
2270,13.0,1.0
2271,13.0,2.0
2272,13.0,5.0
2273,13.0,7.0
2274,13.0,8.0
2275,13.0,9.0
2276,13.0,10.0
2277,13.0,11.0
2278,13.0,12.0
2279,13.0,13.0
2280,13.0,14.0
2281,13.0,19.0
2282,13.0,26.0
2283,13.0,32.0
2284,13.0,38.0
2285,13.0,42.0
2286,13.0,46.0
2287,13.0,48.0
2288,13.0,50.0
2289,13.0,51.0
2290,13.0,52.0
2291,13.0,53.0
2292,13.0,56.0
2293,13.0,57.0
2294,14.0,-20.0
2295,14.0,-18.0
2296,14.0,-17.0
2297,14.0,-16.0
2298,14.0,-15.0
2299,14.0,-14.0
2300,14.0,-13.0
2301,14.0,-12.0
2302,14.0,-11.0
2303,14.0,-10.0
2304,14.0,-9.0
2305,14.0,-7.0
2306,14.0,-6.0
2307,14.0,-5.0
2308,14.0,-4.0
2309,14.0,1.0
2310,14.0,4.0
2311,14.0,5.0
2312,14.0,6.0
2313,14.0,7.0
2314,14.0,8.0
2315,14.0,9.0
2316,14.0,10.0
2317,14.0,11.0
2318,14.0,12.0
2319,14.0,13.0
2320,14.0,14.0
2321,14.0,26.0
2322,14.0,27.0
2323,14.0,30.0
2324,14.0,32.0
2325,14.0,38.0
2326,14.0,42.0
2327,14.0,45.0
2328,14.0,48.0
2329,14.0,50.0
2330,14.0,51.0
2331,14.0,53.0
2332,14.0,56.0
2333,14.0,57.0
2334,15.0,-21.0
2335,15.0,-20.0
2336,15.0,-18.0
2337,15.0,-17.0
2338,15.0,-16.0
2339,15.0,-15.0
2340,15.0,-14.0
2341,15.0,-13.0
2342,15.0,-12.0
2343,15.0,-11.0
2344,15.0,-10.0
2345,15.0,-9.0
2346,15.0,-7.0
2347,15.0,-6.0
2348,15.0,-5.0
2349,15.0,-4.0
2350,15.0,-2.0
2351,15.0,-1.0
2352,15.0,5.0
2353,15.0,6.0
2354,15.0,7.0
2355,15.0,8.0
2356,15.0,9.0
2357,15.0,10.0
2358,15.0,11.0
2359,15.0,12.0
2360,15.0,13.0
2361,15.0,14.0
2362,15.0,26.0
2363,15.0,32.0
2364,15.0,37.0
2365,15.0,38.0
2366,15.0,41.0
2367,15.0,42.0
2368,15.0,50.0
2369,15.0,51.0
2370,15.0,53.0
2371,15.0,55.0
2372,15.0,58.0
2373,15.0,59.0
2374,16.0,-24.0
2375,16.0,-22.0
2376,16.0,-21.0
2377,16.0,-20.0
2378,16.0,-19.0
2379,16.0,-18.0
2380,16.0,-17.0
2381,16.0,-16.0
2382,16.0,-15.0
2383,16.0,-14.0
2384,16.0,-13.0
2385,16.0,-12.0
2386,16.0,-11.0
2387,16.0,-10.0
2388,16.0,-9.0
2389,16.0,-8.0
2390,16.0,-7.0
2391,16.0,-5.0
2392,16.0,-4.0
2393,16.0,-2.0
2394,16.0,-1.0
2395,16.0,5.0
2396,16.0,6.0
2397,16.0,7.0
2398,16.0,8.0
2399,16.0,9.0
2400,16.0,10.0
2401,16.0,11.0
2402,16.0,12.0
2403,16.0,13.0
2404,16.0,14.0
2405,16.0,29.0
2406,16.0,40.0
2407,16.0,41.0
2408,16.0,43.0
2409,16.0,44.0
2410,16.0,45.0
2411,16.0,46.0
2412,16.0,47.0
2413,16.0,48.0
2414,16.0,49.0
2415,16.0,50.0
2416,16.0,54.0
2417,16.0,57.0
2418,16.0,58.0
2419,17.0,-29.0
2420,17.0,-26.0
2421,17.0,-25.0
2422,17.0,-24.0
2423,17.0,-22.0
2424,17.0,-21.0
2425,17.0,-20.0
2426,17.0,-19.0
2427,17.0,-18.0
2428,17.0,-14.0
2429,17.0,-13.0
2430,17.0,-12.0
2431,17.0,-11.0
2432,17.0,-10.0
2433,17.0,-9.0
2434,17.0,-8.0
2435,17.0,-7.0
2436,17.0,-6.0
2437,17.0,-4.0
2438,17.0,-3.0
2439,17.0,-1.0
2440,17.0,5.0
2441,17.0,6.0
2442,17.0,7.0
2443,17.0,8.0
2444,17.0,9.0
2445,17.0,10.0
2446,17.0,11.0
2447,17.0,12.0
2448,17.0,13.0
2449,17.0,31.0
2450,17.0,39.0
2451,17.0,41.0
2452,17.0,47.0
2453,17.0,48.0
2454,17.0,49.0
2455,17.0,50.0
2456,17.0,51.0
2457,17.0,54.0
2458,17.0,59.0
2459,18.0,-33.0
2460,18.0,-31.0
2461,18.0,-30.0
2462,18.0,-29.0
2463,18.0,-28.0
2464,18.0,-26.0
2465,18.0,-25.0
2466,18.0,-24.0
2467,18.0,-23.0
2468,18.0,-22.0
2469,18.0,-21.0
2470,18.0,-20.0
2471,18.0,-19.0
2472,18.0,-18.0
2473,18.0,-16.0
2474,18.0,-13.0
2475,18.0,-12.0
2476,18.0,-10.0
2477,18.0,-9.0
2478,18.0,-8.0
2479,18.0,-7.0
2480,18.0,-6.0
2481,18.0,-5.0
2482,18.0,-4.0
2483,18.0,-3.0
2484,18.0,1.0
2485,18.0,3.0
2486,18.0,5.0
2487,18.0,7.0
2488,18.0,8.0
2489,18.0,9.0
2490,18.0,11.0
2491,18.0,12.0
2492,18.0,13.0
2493,18.0,21.0
2494,18.0,40.0
2495,18.0,43.0
2496,18.0,44.0
2497,18.0,45.0
2498,18.0,46.0
2499,18.0,47.0
2500,18.0,48.0
2501,18.0,50.0
2502,18.0,51.0
2503,18.0,54.0
2504,18.0,59.0
2505,19.0,-33.0
2506,19.0,-32.0
2507,19.0,-30.0
2508,19.0,-29.0
2509,19.0,-28.0
2510,19.0,-27.0
2511,19.0,-26.0
2512,19.0,-25.0
2513,19.0,-24.0
2514,19.0,-23.0
2515,19.0,-22.0
2516,19.0,-21.0
2517,19.0,-19.0
2518,19.0,-18.0
